yaWAyogyam	yaWA-yogyam	{"input": "yaWAyogyam", "status": "success", "segmentation": ["yaWA-yogyam", "yaWA-Ayogyam"], "morph": [{"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Ayogyam", "stem": "A-yogya#1", "root": "A-yuj#1", "phase": "Kric", "derivational_morph": "pfp. [1]", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}, {"word": "yogyam", "stem": "yogya#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "yogyam", "stem": "yogya#1", "root": "yuj#1", "phase": "Kric", "derivational_morph": "pfp. [1]", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}, {"word": "yogyam", "stem": "yogya#2", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}
prawyaham	prawi-aham	{"input": "prawyaham", "status": "success", "segmentation": ["prawyaham", "prawi-aham"], "morph": [{"word": "prawi-", "stem": "prawi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prawyaham", "stem": "prawyaha", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "aham", "stem": "ahan", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}
prawyaham	prawi-aham	{"input": "prawyaham", "status": "success", "segmentation": ["prawyaham", "prawi-aham"], "morph": [{"word": "prawi-", "stem": "prawi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prawyaham", "stem": "prawyaha", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "aham", "stem": "ahan", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}
yaWociwena	yaWA-uciwena	{"input": "yaWociwena", "status": "success", "segmentation": ["yaWA-uciwena", "yaWA-uciwa-ina"], "morph": [{"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "uciwa-", "stem": "uciwa", "root": "uc", "phase": "Iikv", "derivational_morph": "pp.", "inflectional_morphs": ["iic."]}, {"word": "uciwena", "stem": "uciwa", "root": "uc", "phase": "Kriv", "derivational_morph": "pp.", "inflectional_morphs": ["n. sg. i.", "m. sg. i."]}, {"word": "ina", "stem": "ina", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. sg. voc.", "n. sg. voc."]}], "source": "SH"}
prawyaham	prawi-aham	{"input": "prawyaham", "status": "success", "segmentation": ["prawyaham", "prawi-aham"], "morph": [{"word": "prawi-", "stem": "prawi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prawyaham", "stem": "prawyaha", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "aham", "stem": "ahan", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}
prawikRaNam	prawi-kRaNam	{"input": "prawikRaNam", "status": "success", "segmentation": ["prawi-kRaNam"], "morph": [{"word": "prawi-", "stem": "prawi", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "prawi-", "stem": "prawi", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "kRaNam", "stem": "kRaNa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}, {"word": "kRaNam", "stem": "kRaNa", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}
yaWeRtam	yaWA-iRtam	{"input": "yaWeRtam", "status": "success", "segmentation": ["yaWA-iRtam"], "morph": [{"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "iRtam", "stem": "iRta#1", "root": "iR#1", "phase": "Kriv", "derivational_morph": "pp.", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}, {"word": "iRtam", "stem": "iRta#2", "root": "yaj#1", "phase": "Kriv", "derivational_morph": "pp.", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}
nirguNe	ni-rguNe	{"input": "nirguNe", "status": "success", "segmentation": ["nirguNe"], "morph": [{"word": "nirguNe", "stem": "nirguNa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc.", "n. du. acc.", "n. du. nom.", "n. sg. loc.", "f. du. acc.", "f. du. nom."]}, {"word": "nirguNe", "stem": "nirguNa", "root": "", "phase": "Vocc", "derivational_morph": "", "inflectional_morphs": ["n. du. voc.", "f. du. voc.", "f. sg. voc."]}], "source": "SH"}
xaSAnanaH	xaSa-AnanaH	{"input": "xaSAnanaH", "status": "success", "segmentation": ["xaSa-AnanaH", "xaSA-AnanaH", "xaSA-nanaH"], "morph": [{"word": "xaSa-", "stem": "xaSan", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "xaSA-", "stem": "xaSA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "AnanaH", "stem": "Anana", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "nanaH", "stem": "nanA", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
nirmaNdUkam	ni-rmaNdUkam	{"input": "nirmaNdUkam", "status": "success", "segmentation": ["niH-maNdUkam"], "morph": [{"word": "niH-", "stem": "nis", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "maNdUkam", "stem": "maNdUka", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}
upanyAsaH	upa-nyAsaH	{"input": "upanyAsaH", "status": "success", "segmentation": ["upanyAsaH"], "morph": [{"word": "upanyAsaH", "stem": "upanyAsa", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}, {"word": "upanyAsaH", "stem": "", "root": "upa-ni-as#2", "phase": "Root", "derivational_morph": "", "inflectional_morphs": ["impft. [1] ac. sg. 2"]}], "source": "SH"}
upagrahaH	upa-grahaH	{"input": "upagrahaH", "status": "success", "segmentation": ["upagrahaH"], "morph": [{"word": "upagrahaH", "stem": "upagraha", "root": "", "phase": "Nouv", "derivational_morph": "", "inflectional_morphs": ["m. sg. nom."]}], "source": "SH"}
upanyAsa	upa-nyAsa	{"input": "upanyAsa", "status": "success", "segmentation": ["upanyAsa"], "morph": [{"word": "upanyAsa", "stem": "upanyAsa", "root": "", "phase": "Vocv", "derivational_morph": "", "inflectional_morphs": ["m. sg. voc."]}, {"word": "upanyAsa", "stem": "", "root": "upa-ni-as#2", "phase": "Root", "derivational_morph": "", "inflectional_morphs": ["pft. ac. pl. 2", "pft. ac. sg. 3", "pft. ac. sg. 1"]}], "source": "SH"}
rAjahaMsasamIpam	rAjahaMsa-samIpam	{"input": "rAjahaMsasamIpam", "status": "success", "segmentation": ["rAja-haMsa-samIpam"], "morph": [{"word": "rAja-", "stem": "rAjan", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "haMsa-", "stem": "haMsa", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "samIpam", "stem": "samIpa", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["m. sg. acc.", "n. sg. acc.", "n. sg. nom."]}], "source": "SH"}
yaWepsiwam	yaWA-Ipsiwam	{"input": "yaWepsiwam", "status": "success", "segmentation": ["yaWA-Ipsiwam"], "morph": [{"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "Ipsiwam", "stem": "Ipsiwa", "root": "Ap", "phase": "Kriv", "derivational_morph": "des. pp.", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom.", "m. sg. acc."]}], "source": "SH"}
yaWAruci	yaWA-ruci	{"input": "yaWAruci", "status": "success", "segmentation": ["yaWA-ruci", "yaWA-aruci"], "morph": [{"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iicc", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "yaWA-", "stem": "yaWA", "root": "", "phase": "Iiy", "derivational_morph": "", "inflectional_morphs": ["iic."]}, {"word": "aruci", "stem": "aruci", "root": "", "phase": "Ifcv", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "aruci", "stem": "aruci", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["n. sg. voc."]}, {"word": "aruci", "stem": "aruci", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}, {"word": "ruci", "stem": "ruci", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["n. sg. acc.", "n. sg. nom."]}, {"word": "ruci", "stem": "ruc#2", "root": "", "phase": "Ifcc", "derivational_morph": "", "inflectional_morphs": ["m. sg. loc.", "n. sg. loc."]}, {"word": "ruci", "stem": "ruc#2", "root": "", "phase": "Nouc", "derivational_morph": "", "inflectional_morphs": ["f. sg. loc."]}, {"word": "ruci", "stem": "ruci", "root": "", "phase": "Vocf", "derivational_morph": "", "inflectional_morphs": ["n. sg. voc."]}, {"word": "ruci", "stem": "ruci", "root": "", "phase": "Avya", "derivational_morph": "", "inflectional_morphs": ["ind."]}], "source": "SH"}
prawikarmma	prawi-karmma	{"input": "prawikarmma", "status": "unrecognized", "error": "SH could not recognize at least on chunk / word"}
