1	आसक्त-मनाः	[["1.1", "आसक्त-", "बहुव्रीहिः,1.2"], ["1.2", "मनाः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "आसक्त-", "बहुव्रीहिः,1.2"], ["1.2", "मनाः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	1.0	1.0	1.0
2	मत्-आश्रयः	[["1.1", "मत्-", "बहुव्रीहिः,1.2"], ["1.2", "आश्रयः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "मत्-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "आश्रयः", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	0.0	1.0	0.0
3	अ-संशयम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "संशयम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "संशयम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	1.0	1.0	1.0
4	एक-स्थम्	[["1.1", "एक-", "उपपद-तत्पुरुषः,1.2"], ["1.2", "स्थम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "एक-", "कर्मधारयः-1,1.2"], ["1.2", "स्थम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	0.0	1.0	0.0
5	स-चर-अ-चरम्	[["1.1", "स-", "बहुव्रीहिः,1.4"], ["1.2", "चर-", "इतरेतर-द्वन्द्वः,1.4"], ["1.3", "अ-", "नञ्-तत्पुरुषः,1.4"], ["1.4", "चरम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.4"]]	Success	[["1.1", "स-", "कर्मधारयः-2,1.4"], ["1.2", "चर-", "अव्ययीभावः-1,1.1"], ["1.3", "अ-", "नञ्-तत्पुरुषः,1.4"], ["1.4", "चरम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित-कर्ता,1.4"], ["3.1", ".", "-,-"]]	True	0.3333333333333333	0.6666666666666666	0.3333333333333333
6	पाप-योनयः	[["1.1", "पाप-", "बहुव्रीहिः,1.2"], ["1.2", "योनयः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "पाप-", "कर्मधारयः-2,1.2"], ["1.2", "योनयः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	0.0	1.0	0.0
7	राज-ऋषयः	[["1.1", "राज-", "कर्मधारयः,1.2"], ["1.2", "ऋषयः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "राज-", "षष्ठी-तत्पुरुषः,1.2"], ["1.2", "ऋषयः", "कर्ता,2.1"], ["2.1", "सन्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	0.0	1.0	0.0
8	अ-नित्यम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "नित्यम्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "नित्यम्", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	1.0	1.0	1.0
9	अ-सुखम्	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "सुखम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "सुखम्", "कर्ता,2.1"], ["2.1", "अस्ति", "अभिहित-कर्ता,1.2"], ["3.1", ".", "-,-"]]	True	1.0	1.0	1.0
10	अ-कर्मणः	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "कर्मणः", "कर्ता,2.1"], ["2.1", "भवति", "अभिहित_कर्ता,1.2"]]	Success	[["1.1", "अ-", "नञ्-तत्पुरुषः,1.2"], ["1.2", "कर्मणः", "षष्ठीसम्बन्धः,2.1"], ["2.1", "भवति", "-,-"], ["3.1", ".", "-,-"]]	True	1.0	1.0	1.0
