बहुव्रीहिः	बहुव्रीहिः
बहुव्रीहिः	षष्ठी-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
उपपद-तत्पुरुषः	कर्मधारयः-1
बहुव्रीहिः	कर्मधारयः-2
द्वन्द्वः	अव्ययीभावः-1
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
बहुव्रीहिः	कर्मधारयः-2
कर्मधारयः	षष्ठी-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
बहुव्रीहिः	बहुव्रीहिः
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
उपपद-तत्पुरुषः	षष्ठी-तत्पुरुषः
बहुव्रीहिः	कर्मधारयः-1
बहुव्रीहिः	कर्मधारयः-1
बहुव्रीहिः	कर्मधारयः-1
बहुव्रीहिः	नञ्-तत्पुरुषः
कर्मधारयः	षष्ठी-तत्पुरुषः
कर्मधारयः	षष्ठी-तत्पुरुषः
बहुव्रीहिः	बहुव्रीहिः
अव्ययीभावः	तत्पुरुषः
सप्तमी-तत्पुरुषः	बहुव्रीहिः
बहुव्रीहिः	तत्पुरुषः
बहुव्रीहिः	-
बहुव्रीहिः	कर्मधारयः-1
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
उपपद-तत्पुरुषः	षष्ठी-तत्पुरुषः
बहुव्रीहिः	षष्ठी-तत्पुरुषः
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
तृतीया-तत्पुरुषः	बहुव्रीहिः
बहुव्रीहिः	तत्पुरुषः
कर्मधारयः	कर्मधारयः
कर्मधारयः	षष्ठी-तत्पुरुषः
कर्मधारयः	षष्ठी-तत्पुरुषः
बहुव्रीहिः	बहुव्रीहिः
कर्मधारयः	षष्ठी-तत्पुरुषः
बहुव्रीहिः	कर्मधारयः-1
बहुव्रीहिः	कर्मधारयः-1
सप्तमी-तत्पुरुषः	सप्तमी-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
सप्तमी-तत्पुरुषः	द्वितीया-तत्पुरुषः
बहुव्रीहिः	कर्मधारयः-1
तत्पुरुषः	कर्मधारयः-1
बहुव्रीहिः	नञ्-तत्पुरुषः
बहुव्रीहिः	कर्मधारयः-1
तत्पुरुषः	-
षष्ठी-तत्पुरुषः	पञ्चमी-तत्पुरुषः
पञ्चमी-तत्पुरुषः	बहुव्रीहिः
बहुव्रीहिः	कर्मधारयः-1
बहुव्रीहिः	बहुव्रीहिः
पञ्चमी-तत्पुरुषः	पञ्चमी-तत्पुरुषः
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
तृतीया-तत्पुरुषः	षष्ठी-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
नञ्-तत्पुरुषः	नञ्-तत्पुरुषः
द्वन्द्वः	द्वन्द्वः
पञ्चमी-तत्पुरुषः	पञ्चमी-तत्पुरुषः
बहुव्रीहिः	षष्ठी-तत्पुरुषः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
द्वन्द्वः	द्वन्द्वः
बहुव्रीहिः	कर्मधारयः-1
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
षष्ठी-तत्पुरुषः	बहुव्रीहिः
षष्ठी-तत्पुरुषः	षष्ठी-तत्पुरुषः
उपपद-तत्पुरुषः	उपपद-तत्पुरुषः
