anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	अ-	2.1	अधर्माभिभवात्कृष्ण	अ-	अ-	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	पाप_के_अधिक_बढ़_जाने_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b1c	01	041	1	#FFFF00	assets/graphs/01_041_1.svg
1.2	धर्म-	2.2	-	धर्मन्-	धर्मन्-	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b1d	01	041	1	#FFFF00	assets/graphs/01_041_1.svg
1.3	अभिभवात्	2.3	-	अभिभव{पुं;5;एक}	अभिभव{पुं;5;एक}	हेतुः,3.1	हेतुः,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b1e	01	041	1	#B4FFB4	assets/graphs/01_041_1.svg
2.1	कृष्ण	1	-	कृष्ण{पुं;8;एक}/कृष्ण{नपुं;8;एक}	कृष्ण{पुं;8;एक}	सम्बोध्यः,3.1	सम्बोध्यः,3.1	हे_कृष्ण	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b1f	01	041	1	#6FFFC3	assets/graphs/01_041_1.svg
3.1	प्रदुष्यन्ति	4	प्रदुष्यन्ति	प्र_दुष्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दुषँ;दिवादिः}	प्र_दुष्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;प्र_दुषँ;दिवादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	अत्यन्त_दूषित_हो_जाती_हैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b20	01	041	1	#FF1975	assets/graphs/01_041_1.svg
4.1	कुल-	3.1	कुलस्त्रियः	कुल	कुल	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	कुल_की_स्त्रियाँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b21	01	041	1	#FFFF00	assets/graphs/01_041_1.svg
4.2	स्त्रियः	3.2	-	स्त्री{स्त्री;1;बहु}/स्त्री{स्त्री;2;बहु}	स्त्री{स्त्री;1;बहु}	कर्ता,3.1	कर्ता,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b22	01	041	1	#00BFFF	assets/graphs/01_041_1.svg
5.1	स्त्रीषु	6	स्त्रीषु	स्त्रीषू{स्त्री;8;एक}	स्त्री{स्त्री;7;बहु}	कर्ता,6.1	कर्ता,6.1	स्त्रियों_के	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b23	01	041	1	#C6E2EB	assets/graphs/01_041_1.svg
6.1	दुष्टासु	7	दुष्टासु	दुष्टा{स्त्री;7;बहु}	दुष्टा{स्त्री;7;एक}	भावलक्षणसप्तमी_पूर्वकालः,8.1	भावलक्षणसप्तमी_पूर्वकालः,8.1	दूषित_हो_जानेपर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b24	01	041	1	#C6E2EB	assets/graphs/01_041_1.svg
7.1	वार्ष्णेय	5	वार्ष्णेय	वार्ष्णेय{पुं;8;एक}	वार्ष्णेय{पुं;8;एक}	सम्बोध्यः,8.1	सम्बोध्यः,8.1	हे_वार्ष्णेय	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b25	01	041	1	#6FFFC3	assets/graphs/01_041_1.svg
8.1	जायते	9	जायते	जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः}	जन्3{कर्तरि;लट्;प्र;एक;आत्मनेपदी;जनीँ;दिवादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	उत्पन्न_होता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b26	01	041	1	#FF1975	assets/graphs/01_041_1.svg
9.1	वर्ण-	8.1	वर्णसङ्करः	वर्ण	वर्ण	षष्ठी-तत्पुरुषः,9.2	षष्ठी-तत्पुरुषः,9.2	वर्णसङ्कर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b27	01	041	1	#FFFF00	assets/graphs/01_041_1.svg
9.2	सङ्करः	8.2	-	सङ्कर{पुं;1;एक}	सङ्कर{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07b28	01	041	1	#00BFFF	assets/graphs/01_041_1.svg
