anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	समम्	2	समं	समम्{अव्य}/सम{पुं;2;एक}/सम{नपुं;1;एक}/सम{नपुं;2;एक}/सम{पुं;2;एक}	सम{नपुं;2;एक}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	समान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa588	06	013	1	#93DB70	assets/graphs/06_013_1.svg
2.1	काय-	1.1	कायशिरोग्रीवं	काय	काय	द्वन्द्वः,2.2	द्वन्द्वः,2.2	काया_सिर_और_गले_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa589	06	013	1	#FFFF00	assets/graphs/06_013_1.svg
2.2	शिरः-	1.2	-	शिरस्	शिरस्	द्वन्द्वः,2.3	द्वन्द्वः,2.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa58a	06	013	1	#FFFF00	assets/graphs/06_013_1.svg
2.3	ग्रीवम्	1.3	-	ग्रीव{पुं;2;एक}	ग्रीव{पुं;2;एक}	कर्म,3.1	कर्म,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa58b	06	013	1	#93DB70	assets/graphs/06_013_1.svg
3.1	धारयन्	4	धारयन्नचलं	धृ1_णिच्{कृत्_प्रत्ययः:शतृ;धृञ्_णिच्;भ्वादिः;पुं;1;एक}	धृ1_णिच्{कृत्_प्रत्ययः:शतृ;धृञ्_णिच्;भ्वादिः;पुं;1;एक}	वर्तमानसमानकालः,20.1	वर्तमानसमानकालः,20.1	धारण_करके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa58c	06	013	1	#00BFFF	assets/graphs/06_013_1.svg
4.1	अ-	3.1	0	अ	अ	नञ्-तत्पुरुषः,4.2	नञ्-तत्पुरुषः,4.2	अचल	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa58d	06	013	1	#FFFF00	assets/graphs/06_013_1.svg
4.2	चलम्	3.2	-	चल{पुं;2;एक}/चल{नपुं;1;एक}/चल{नपुं;2;एक}	चल{नपुं;2;एक}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa58e	06	013	1	#93DB70	assets/graphs/06_013_1.svg
5.1	स्थिरः	17	स्थिरः	स्थिर{पुं;1;एक}	स्थिर{पुं;1;एक}	विशेषणम्,19.1	विशेषणम्,19.1	स्थिर_होकर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa58f	06	013	1	#00BFFF	assets/graphs/06_013_1.svg
6.1	सम्प्रेक्ष्य	7	सम्प्रेक्ष्य	सम्_प्र_ईक्ष्1{कृत्_प्रत्ययः;ल्यप्;ईक्षँ;भ्वादिः}	सम्_प्र_ईक्ष्1{कृत्_प्रत्ययः;ल्यप्;ईक्षँ;भ्वादिः}	पूर्वकालः,20.1	पूर्वकालः,20.1	दृष्टि_जमाकर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa590	06	013	1	#FF99FF	assets/graphs/06_013_1.svg
7.1	नासिका-	6.1	नासिकाग्रं	नासिका	नासिका	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	नासिका_के_अग्रभाग_पर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa591	06	013	1	#FFFF00	assets/graphs/06_013_1.svg
