anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	न	6	नान्तोऽस्ति	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,3.1	नहीं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08643	10	040	1	#FF99FF	assets/graphs/10_040_1.svg
2.1	अन्तः	5	0	अन्तः{अव्य}/अन्त{पुं}{1;एक}	अन्त{पुं}{1;एक}	कर्ता,3.1	कर्ता,3.1	अन्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08644	10	040	1	#00BFFF	assets/graphs/10_040_1.svg
3.1	अस्ति	7	0	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहिता.1	अभिहिता.1	है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08645	10	040	1	#FF1975	assets/graphs/10_040_1.svg
4.1	मम	2	मम	अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,6.2	षष्ठीसम्बन्धः,6.2	मेरी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08646	10	040	1	#87CEEB	assets/graphs/10_040_1.svg
5.1	दिव्यानाम्	3	दिव्यानां	दिव्य{पुं}{6;बहु}/दिव्य{नपुं}{6;बहु}/दिव्या{स्त्री}{6;बहु}	दिव्य{पुं}{6;बहु}	विशेषणम्,6.2	विशेषणम्,6.2	दिव्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08647	10	040	1	#87CEEB	assets/graphs/10_040_1.svg
6.1	वि-	4.1	विभूतीनां	वि	विभूति{स्त्री}{6;बहु}	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2#बहुव्रीहिः,6.2	विभूतियों_का	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08648	10	040	1	#FFFF00	assets/graphs/10_040_1.svg
6.2	भूतीनाम्	4.2	-	भूति{स्त्री}{6;बहु}	-	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,2.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08649	10	040	1	#87CEEB	assets/graphs/10_040_1.svg
7.1	परन्तप	1	परन्तप	परन्तप{पुं}{8;एक}/परन्तप{नपुं}{8;एक}	परन्तप{पुं}{8;एक}	सम्बोध्यः,3.1	सम्बोध्यः,3.1	हे_परंतप	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0864a	10	040	1	#6FFFC3	assets/graphs/10_040_1.svg
8.1	एषः	10	एष	एतद्{पुं}{1;एक}	एतद्{पुं}{1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	यह	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0864b	10	040	1	#00BFFF	assets/graphs/10_040_1.svg
9.1	तु	12	तूद्देशतः	तु{अव्य}	तु{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	तो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0864c	10	040	1	#FF99FF	assets/graphs/10_040_1.svg
10.1	उद्देशतः	13	0	उद्देश{तसिल्}	उद्देश{अव्य}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	एकदेश_से_अर्थात्_संक्षेप_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0864d	10	040	1	#FF99FF	assets/graphs/10_040_1.svg
11.1	प्रोक्तः	14	प्रोक्तो	प्रोक्त{पुं}{1;एक}	प्र_वच्1{कृत्_प्रत्ययः:क्त;प्र_वचँ;अदादिः;पुं}{1;एक}	-	कर्तृसमानाधिकरणम्,3.1#-	कहा_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0864e	10	040	1	#00BFFF	assets/graphs/10_040_1.svg
12.1	वि-	9.1	विभूतेर्विस्तरो	वि	विभूति{स्त्री}{6;एक}	बहुव्रीहिः,12.2	बहुव्रीहिः,12.2#बहुव्रीहिः,12.2	विभूतियों_का	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0864f	10	040	1	#FFFF00	assets/graphs/10_040_1.svg
12.2	भूतेः	9.2	-	भूति{स्त्री}{5;एक}/भूति{स्त्री}{6;एक}	-	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08650	10	040	1	#87CEEB	assets/graphs/10_040_1.svg
13.1	विस्तरः	11	0	विस्तर{पुं}{1;एक}	विस्तर{पुं}{1;एक}	कर्म,11.1	कर्म,11.1	विस्तार	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08651	10	040	1	#00BFFF	assets/graphs/10_040_1.svg
14.1	मया	8	मया	अस्मद्{3;एक}	अस्मद्{3;एक}	कर्ता,11.1	कर्ता,11.1	मैंने	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08652	10	040	1	#40E0D0	assets/graphs/10_040_1.svg
