anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	सर्व-	1.1	सर्व-द्वाराणि	सर्व	सर्व	कर्मधारयः,1.2	कर्मधारयः,1.2	सर्व-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa95	08	012	1	#FFFF00	assets/graphs/08_012_1.svg
1.2	द्वाराणि	1.2	--	द्वार{नपुं;1;बहु}/द्वार{नपुं;2;बहु}/द्वार{नपुं;8;बहु}	द्वार{नपुं;2;बहु}	कर्म,2.1	कर्म,2.1;कर्म,6.1;कर्म,3.1	द्वार	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa96	08	012	1	#93DB70	assets/graphs/08_012_1.svg
2.1	संयम्य	2	संयम्य	सम्_यम्2{अव्य;ल्यप्;भ्वादिः}/सम्_यम्1{अव्य{ल्यप्;भ्वादिः}	सम्_यम्2{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1;सुप्_समुच्चितः,6.1;पूर्वकालः,15.1;पूर्वकालः,12.1	वश_में_करके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa97	08	012	1	#FF99FF	assets/graphs/08_012_1.svg
3.1	मनः	3	मनः	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;2;एक}	कर्म,5.1	कर्म,5.1;कर्म,6.1;कर्म,3.1	मन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa98	08	012	1	#93DB70	assets/graphs/08_012_1.svg
4.1	हृदि	4	हृदि	हृद्{नपुं;7;एक}/हृदय{नपुं;7;एक}	हृद्{नपुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1;अधिकरणम्,12.1;अधिकरणम्,9.1;अधिकरणम्,6.1;अधिकरणम्,3.1;भ्कर्ता,15.1	हृदय_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa99	08	012	1	#C6E2EB	assets/graphs/08_012_1.svg
5.1	निरुध्य	5	निरुध्य	नि_रुध्1{अव्य;ल्यप्;रुधादिः}	नि_रुध्1{अव्य;ल्यप्;रुधादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1;पूर्वकालः,12.1	रोक_कर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa9a	08	012	1	#FF99FF	assets/graphs/08_012_1.svg
6.1	च	6	च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1;सुप्_समुच्चय_द्योतकः,6.1;सम्बन्धः,6.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa9b	08	012	1	#FF99FF	assets/graphs/08_012_1.svg
7.1	मूर्ध्नि	9	मूर्ध्नि	मूर्धन्{पुं;7;एक}	मूर्धन्{पुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1;अधिकरणम्,15.1;अधिकरणम्,12.1;अधिकरणम्,9.1;अधिकरणम्,6.1;अधिकरणम्,3.1;भ्कर्ता,15.1	मस्तक_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa9c	08	012	1	#C6E2EB	assets/graphs/08_012_1.svg
8.1	आधाय	10	आधाय	आङ्_धा1{अव्य;ल्यप्;जुहोत्यादिः}	आङ्_धा1{अव्य;ल्यप्;जुहोत्यादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1;सुप्_समुच्चितः,6.1;पूर्वकालः,15.1;पूर्वकालः,12.1	रख_कर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa9d	08	012	1	#FF99FF	assets/graphs/08_012_1.svg
9.1	आत्मनः	7	आत्मनः	आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक}	आत्मन्{पुं;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1;षष्ठीसम्बन्धः,13.2;षष्ठीसम्बन्धः,11.1;षष्ठीसम्बन्धः,8.1;षष्ठीसम्बन्धः,5.1;षष्ठीसम्बन्धः,4.1;षष्ठीसम्बन्धः,2.2;भ्कर्ता,15.1;हेतुः5,15.1;हेतुः5,12.1;हेतुः5,9.1;हेतुः5,6.1;हेतुः5,3.1;अपादानम्,15.1;कर्म,15.1;कर्म,9.1;कर्म,6.1;कर्म,3.1;गतिकर्म,12.1	आत्माओं_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58bb7a990553544aaa9e	08	012	1	#87CEEB	assets/graphs/08_012_1.svg
