anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	शुचौ	1	शुचौ	शुच्{स्त्री;1;द्वि}/शुच्{स्त्री;2;द्वि}/शुचि{पुं;7;एक}/शुचि{स्त्री;7;एक}	शुचि{पुं;7;एक}	विशेषणम्,2.1	विशेषणम्,2.1	शुद्ध	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa56a	06	011	1	#C6E2EB	assets/graphs/06_011_1.svg
2.1	देशे	2	देशे	देश{पुं;7;एक}	देश{पुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,3.1	भूमि_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa56b	06	011	1	#C6E2EB	assets/graphs/06_011_1.svg
3.1	प्रतिष्ठाप्य	11	प्रतिष्ठाप्य	प्रतिष्ठाप्य{पुं;8;एक}/प्रतिष्ठाप्य{नपुं;8;एक}/प्रति_स्था1_णिच्{कृत्_प्रत्ययः;ल्यप्;णिच्;भ्वादिः}	प्रति_स्था1_णिच्{कृत्_प्रत्ययः;ल्यप्;णिच्;भ्वादिः}	पूर्वकालः,19.1	पूर्वकालः,19.1	स्थापन_करके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa56c	06	011	1	#FF99FF	assets/graphs/06_011_1.svg
4.1	स्थिरम्	9	स्थिरमासनमात्मनः	स्थिर{पुं;2;एक}/स्थिर{नपुं;2;एक}	स्थिर{नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	स्थिर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa56d	06	011	1	#93DB70	assets/graphs/06_011_1.svg
5.1	आसनम्	10	0	आसन{नपुं;1;एक}/आसन{नपुं;2;एक}	आसन{नपुं;2;एक}	कर्म,3.1	कर्म,3.1	आसन_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa56e	06	011	1	#93DB70	assets/graphs/06_011_1.svg
6.1	आत्मनः	8	0	आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक}	आत्मन्{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	अपने	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa56f	06	011	1	#87CEEB	assets/graphs/06_011_1.svg
7.1	न	3	नात्युच्छ्रितं	न{अव्य}	न{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	न	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa570	06	011	1	#FF99FF	assets/graphs/06_011_1.svg
8.1	अत्युच्छ्रितम्	4	0	अति_उत्_श्रि1{कृत्_प्रत्ययः;क्त;श्रिञ्;भ्वादिः;नपुं;2;एक}	अति_उत्_श्रि1{कृत्_प्रत्ययः;क्त;श्रिञ्;भ्वादिः;नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	बहुत_ऊँचा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa571	06	011	1	#93DB70	assets/graphs/06_011_1.svg
9.1	न	5	नातिनीचं	न{अव्य}	न{अव्य}	सम्बन्धः,10.2	सम्बन्धः,10.2	न	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa572	06	011	1	#FF99FF	assets/graphs/06_011_1.svg
10.1	अति-	6.1	0	अति	अति	तत्पुरुषः,10.2	तत्पुरुषः,10.2	बहुत_नीचा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa573	06	011	1	#FFFF00	assets/graphs/06_011_1.svg
10.2	नीचम्	6.2	-	नीच{नपुं;2;एक}	नीच{नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58577a990553544aa574	06	011	1	#93DB70	assets/graphs/06_011_1.svg
