anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	द्रव्य-	1.1	द्रव्ययज्ञास्तपोयज्ञा	द्रव्य	द्रव्य	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	द्रव्य-सम्बन्धी_यज्ञ_करनेवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa198	04	028	1	#FFFF00	assets/graphs/04_028_1.svg
1.2	यज्ञाः	1.2	-	यज्ञ{पुं;1;बहु}/यज्ञ{पुं;8;बहु}	यज्ञ{पुं;1;बहु}	समुच्चितः,3.2	समुच्चितः,3.2;विधेय_विशेषणम्,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa199	04	028	1	#00BFFF	assets/graphs/04_028_1.svg
2.1	तपः-	2.1	-	तपस्	तपस्	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	तपस्यारूप_यज्ञ_करनेवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa19a	04	028	1	#FFFF00	assets/graphs/04_028_1.svg
2.2	यज्ञाः	2.2	-	यज्ञ{पुं;1;बहु}/यज्ञ{पुं;8;बहु}	यज्ञ{पुं;1;बहु}	समुच्चितः,3.2	समुच्चितः,3.2;विधेय_विशेषणम्,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa19b	04	028	1	#00BFFF	assets/graphs/04_028_1.svg
3.1	योग-	3.1	योगयज्ञास्तथापरे	योग	योग	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	योगरूप_यज्ञ_करनेवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa19c	04	028	1	#FFFF00	assets/graphs/04_028_1.svg
3.2	यज्ञाः	3.2	-	यज्ञ{पुं;1;बहु}/यज्ञ{पुं;8;बहु}	यज्ञ{पुं;1;बहु}	कर्ता,10.1	कर्ता,10.1;विधेय_विशेषणम्,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa19d	04	028	1	#00BFFF	assets/graphs/04_028_1.svg
4.1	तथा	6	-	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	तथा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa19e	04	028	1	#FF99FF	assets/graphs/04_028_1.svg
5.1	अ-	7.1	-	अ	अ	नञ्-तत्पुरुषः,5.2	नञ्-तत्पुरुषः,5.2	दूसरे_(योगीजन)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa19f	04	028	1	#FFFF00	assets/graphs/04_028_1.svg
5.2	परे	7.2	-	पर{पुं;1;बहु}	पर{पुं;1;बहु}	कर्ता,12.1	कर्ता,12.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa1a0	04	028	1	#00BFFF	assets/graphs/04_028_1.svg
6.1	स्व-	8.1	स्वाध्यायज्ञानयज्ञाश्च	स्व	स्व	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	स्वाध्यायरूप_ज्ञानयज्ञ_करनेवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b57cc7a990553544aa1a1	04	028	1	#FFFF00	assets/graphs/04_028_1.svg
