anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	नष्टः	5	नष्टो	नष्ट{पुं}{1;एक}	नश्1{कृत्_प्रत्ययः:क्त;णशँ;दिवादिः;पुं}{1;एक}	अभिहित_कर्ता,2.1;अकर्मकः.1	अभिहित_कर्ता,2.1;अकर्मकः.1	नष्ट_हो_गया	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c59	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
2.1	मोहः	4	मोहः	मोह{पुं}{1;एक}	मोह{पुं}{1;एक}	कर्ता,1.1	कर्ता,1.1	मोह	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c5a	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
3.1	स्मृतिः	7	स्मृतिर्लब्धा	स्मृति{स्त्री}{1;एक}	स्मृति{स्त्री}{1;एक}	कर्म,4.1	कर्म,4.1	स्मृति	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c5b	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
4.1	लब्धा	8	0	लब्धा{स्त्री}{1;एक}/लभ्1{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;डुलभँष्;भ्वादिः}/लभ्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;डुलभँष्;भ्वादिः}	लब्धा{स्त्री}{1;एक}	अभिहित_कर्म,3.1;सकर्मकः.1	अभिहित_कर्म,3.1;सकर्मकः.1	प्राप्त_कर_ली_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c5c	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
5.1	त्वत्-	2.1	त्वत्प्रसादान्मयाच्युत	त्वत्	त्वत्	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	आपकी_कृपा_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c5d	18	073	1	#FFFF00	assets/graphs/18_073_1.svg
5.2	प्रसादात्	2.2	-	प्रसाद{पुं}{5;एक}	प्रसाद{पुं}{5;एक}	हेतुः,1.1	हेतुः,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c5e	18	073	1	#B4FFB4	assets/graphs/18_073_1.svg
6.1	मया	6	0	अस्मद्{3;एक}	अस्मद्{3;एक}	कर्ता,4.1	कर्ता,4.1	मैंने	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c5f	18	073	1	#40E0D0	assets/graphs/18_073_1.svg
7.1	अ-	1.1	0	अ-	अ-	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	हे_अच्युत	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c60	18	073	1	#FFFF00	assets/graphs/18_073_1.svg
7.2	च्युत	1.2	-	अच्युत{पुं}{8;एक}	अच्युत{पुं}{8;एक}	सम्बोध्यः,1.1	सम्बोध्यः,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c61	18	073	1	#6FFFC3	assets/graphs/18_073_1.svg
8.1	स्थितः	11	स्थितोऽस्मि	स्थित{पुं}{1;एक}	स्था1{कृत्_प्रत्ययः:क्त;ष्ठा;भ्वादिः;पुं}{1;एक}	विधेय_विशेषणम्,13.1.1	कर्ता,9.1#विधेय_विशेषणम्,13.1.1	स्थित	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c62	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
9.1	अस्मि	12	0	अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	-	-	हूँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c63	18	073	1	#FF1975	assets/graphs/18_073_1.svg
10.1	गत-	10.1	गतसन्देहः	गतसन्देह{पुं}{1;एक}	गत	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	संशयरहित_होकर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c64	18	073	1	#FFFF00	assets/graphs/18_073_1.svg
10.2	सन्देहः	10.2	-	-	सन्देह{पुं}{1;एक}	विशेषणम्,8.1	कर्तृसमानाधिकरणम्,8.1#विशेषणम्,8.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c65	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
11.1	करिष्ये	15	करिष्ये	कृ2{कर्तरि;लृट्;उ;एक;आत्मनेपदी;कृञ्;स्वादिः}/कृ2{कर्मणि;लृट्;उ;एक;आत्मनेपदी;कृञ्;स्वादिः}/कृ3{कर्तरि;लृट्;उ;एक;आत्मनेपदी;डुकृञ्;तनादिः}/कृ3{कर्मणि;लृट्;उ;एक;आत्मनेपदी;डुकृञ्;तनादिः}/कॄ1{कर्मणि;लृट्;उ;एक;आत्मनेपदी;कॄ;तुदादिः}/कॄ2{कर्तरि;लृट्;उ;एक;आत्मनेपदी;कॄञ्;क्र्यादिः}	कृ3{कर्तरि;लृट्;उ;एक;आत्मनेपदी;डुकृञ्;तनादिः}	अभिहित_कर्ता	अभिहित_कर्ता	पालन_करूँगा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c66	18	073	1	#FF1975	assets/graphs/18_073_1.svg
12.1	वचनम्	14	वचनं	वचन{नपुं}{1;एक}/वचन{नपुं}{2;एक}	वचन{नपुं}{2;एक}	कर्म,11.1	कर्म,11.1	आज्ञा_का	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c67	18	073	1	#93DB70	assets/graphs/18_073_1.svg
13.1.1	(अहम्)	9	(0)	(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,9.1	कर्ता,11.1#कर्ता,11.1;कर्ता,9.1	(मैं)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c69	18	073	1	#00BFFF	assets/graphs/18_073_1.svg
13.1	तव	13	तव	युष्मद्{6;एक}	युष्मद्{6;एक}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1	आपकी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6778caca7a990553544a9c68	18	073	1	#87CEEB	assets/graphs/18_073_1.svg
