anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	योगिनाम्	3	योगिनामपि	योगिन्{पुं}{6;बहु}	योगिन्{पुं}{6;बहु}	निर्धारणम्,6.1	निर्धारणम्,6.1	योगियों_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa799	06	047	1	#87CEEB	assets/graphs/06_047_1.svg
2.1	अपि	4	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	भी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa79a	06	047	1	#FF99FF	assets/graphs/06_047_1.svg
3.1	सर्वेषाम्	2	सर्वेषां	सर्व{पुं}{6;बहु}/सर्व{नपुं}{6;बहु}	सर्व{पुं}{6;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	सम्पूर्ण	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa79b	06	047	1	#87CEEB	assets/graphs/06_047_1.svg
4.1	मत्-	6.1	मद्गतेनान्तरात्मना	अस्मद्	अस्मद्	सप्तमी-तत्पुरुषः,4.2	सप्तमी-तत्पुरुषः,4.2	मुझमें_लगे_हुए	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa79c	06	047	1	#FFFF00	assets/graphs/06_047_1.svg
4.2	गतेन	6.2	-	गत{पुं}{3;एक}/गत{नपुं}{3;एक}	गत{पुं}{3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa79d	06	047	1	#40E0D0	assets/graphs/06_047_1.svg
5.1	अन्तरात्मना	7	0	अन्तरात्मन्{पुं}{3;एक}	अन्तरात्मन्{पुं}{3;एक}	करणम्,7.1	करणम्,7.1	अन्तरात्मा_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa79e	06	047	1	#40E0D0	assets/graphs/06_047_1.svg
6.1	श्रद्धावान्	5	श्रद्धावान्भजते	श्रद्धावत्{पुं}{1;एक}	श्रद्धावत्{पुं}{1;एक}	कर्ता,7.1	कर्ता,7.1	श्रद्धावान्_योगी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa79f	06	047	1	#00BFFF	assets/graphs/06_047_1.svg
7.1	भजते	9	0	भज्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भजँ;भ्वादिः}	भज्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भजँ;भ्वादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	भजता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a0	06	047	1	#FF1975	assets/graphs/06_047_1.svg
8.1	यः	1	यो	यद्{पुं}{1;एक}	यद्{पुं}{1;एक}	विशेषणम्,6.1	विशेषणम्,6.1;नित्यसम्बन्धः,10.1	जो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a1	06	047	1	#00BFFF	assets/graphs/06_047_1.svg
9.1	माम्	8	मां	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,7.1	कर्म,7.1	मुझको	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a2	06	047	1	#93DB70	assets/graphs/06_047_1.svg
10.1	सः	10	स	तद्{पुं}{1;एक}	तद्{पुं}{1;एक}	कर्म,13.1	कर्म,13.1	वह_(योगी)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a3	06	047	1	#00BFFF	assets/graphs/06_047_1.svg
11.1	मे	11	मे	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1	मुझे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a4	06	047	1	#87CEEB	assets/graphs/06_047_1.svg
12.1	युक्ततमः	12	युक्ततमो	युक्ततम{पुं}{1;एक}	युक्ततम{पुं}{1;एक}	कर्मसमानाधिकरणम्,13.1	कर्मसमानाधिकरणम्,13.1	परमश्रेष्ठ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a5	06	047	1	#00BFFF	assets/graphs/06_047_1.svg
13.1	मतः	13	मतः	मत{पुं}{1;एक}	मत{पुं}{1;एक}	अभिहित_कर्म,10.1;सकर्मकः.1	अभिहित_कर्म,10.1;सकर्मकः.1	मान्य_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa7a6	06	047	1	#00BFFF	assets/graphs/06_047_1.svg
