anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	लोभः	4	लोभः	लोभ{पुं}{1;एक}	लोभ{पुं}{1;एक}	सुप्समुच्चितम्,6.1	सुप्समुच्चितम्,6.1	लोभ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09148	14	012	1	#00BFFF	assets/graphs/14_012_1.svg
2.1	प्रवृत्तिः	5	प्रवृत्तिरारम्भः	प्रवृत्ति{स्त्री}{1;एक}	प्रवृत्ति{स्त्री}{1;एक}	सुप्समुच्चितम्,6.1	सुप्समुच्चितम्,6.1	प्रवृत्ति	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09149	14	012	1	#00BFFF	assets/graphs/14_012_1.svg
3.1	आरम्भः	7	0	आरम्भ{पुं}{1;एक}	आरम्भ{पुं}{1;एक}	सुप्समुच्चितम्,6.1	सुप्समुच्चितम्,6.1	आरम्भ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0914a	14	012	1	#00BFFF	assets/graphs/14_012_1.svg
4.1	कर्मणाम्	6	कर्मणामशमः	कर्मन्{नपुं}{6;बहु}	कर्मन्{नपुं}{6;बहु}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	कर्मों_का	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0914b	14	012	1	#87CEEB	assets/graphs/14_012_1.svg
5.1	अ-	8.1	0	शम्1{कर्तरि;लङ्;म;एक;परस्मैपदी;शमोँ;भ्वादिः}/शम्2{कर्तरि;लुङ्;म;एक;परस्मैपदी;शमुँ;दिवादिः}	न	नञ्_तत्पुरुषः,5.2	नञ्_तत्पुरुषः,5.2	अशान्ति	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0914c	14	012	1	#FFFF00	assets/graphs/14_012_1.svg
5.2	शमः	8.2	-	-	शम{पुं}{1;एक}	सुप्समुच्चितम्,6.1	सुप्समुच्चितम्,6.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0914d	14	012	1	#00BFFF	assets/graphs/14_012_1.svg
6.1	स्पृहा	9	स्पृहा	स्पृहा{स्त्री}{1;एक}	स्पृहा{स्त्री}{1;एक}	कर्ता,9.1	कर्ता,9.1	विषय-भोगों_की_लालसा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0914e	14	012	1	#00BFFF	assets/graphs/14_012_1.svg
6.1.1	(च)	10	(0)	(च{अव्य})	(च{अव्य})	समुच्चयद्योतकः,6.1	समुच्चयद्योतकः,6.1	(और)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0914f	14	012	1	#FF99FF	assets/graphs/14_012_1.svg
7.1	रजसि	2	रजस्येतानि	रजस्{पुं}{7;एक}/रजस्{नपुं}{7;एक}/रञ्ज्2{कर्तरि;लट्;म;एक;परस्मैपदी;रञ्जँ;भ्वादिः}	रजस्{नपुं}{7;एक}	कर्ता,10.1	कर्ता,10.1	रजोगुण_के	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09150	14	012	1	#C6E2EB	assets/graphs/14_012_1.svg
8.1	एतानि	11	0	एतद्{नपुं}{1;बहु}/एतद्{नपुं}{2;बहु}	एतद्{नपुं}{1;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	ये_(सब)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09151	14	012	1	#00BFFF	assets/graphs/14_012_1.svg
9.1	जायन्ते	12	जायन्ते	जै1{भावे;लट्;प्र;बहु;आत्मनेपदी;जै;भ्वादिः}/जन्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}/जन्2{भावे;लट्;प्र;बहु;आत्मनेपदी;जनँ;जुहोत्यादिः}/जन्3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}/जन्3{भावे;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}	जन्3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}	अभिहितकर्ता,6.1;अकर्मकः.1	अभिहितकर्ता,6.1;अकर्मकः.1	उत्पन्न_होते_हैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09152	14	012	1	#FF1975	assets/graphs/14_012_1.svg
10.1	विवृद्धे	3	विवृद्धे	विवृद्ध{पुं}{7;एक}/विवृद्ध{नपुं}{1;द्वि}/विवृद्ध{नपुं}{2;द्वि}/विवृद्ध{नपुं}{7;एक}/विवृद्धा{स्त्री}{1;द्वि}/विवृद्धा{स्त्री}{2;द्वि}	वि_वृध्1{कृत्_प्रत्ययः:क्त;वि_वृधुँ;भ्वादिः;नपुं}{7;एक}	भावलक्षणसप्तमी_पूर्वकालः,9.1	भावलक्षणसप्तमी_पूर्वकालः,9.1	बढ़नेपर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09153	14	012	1	#C6E2EB	assets/graphs/14_012_1.svg
11.1	भरतर्षभ	1	भरतर्षभ	भरतर्षभ{पुं}{8;एक}	भरतर्षभ{पुं}{8;एक}	सम्बोध्यः,9.1	सम्बोध्यः,9.1	हे_अर्जुन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09154	14	012	1	#6FFFC3	assets/graphs/14_012_1.svg
