anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	उच्चैःश्रवसम्	5	उच्चैःश्रवसमश्वानां	उच्चैःश्रवस{पुं}{2;एक}	उच्चैःश्रवस{पुं}{2;एक}	समुच्चितः,10.2	समुच्चितः,10.2	उच्चैःश्रवा_नामक_घोड़ा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08567	10	027	1	#93DB70	assets/graphs/10_027_1.svg
2.1	अश्वानाम्	3	0	अश्व{पुं}{6;बहु}	अश्व{पुं}{6;बहु}	निर्धारणम्,1.1	निर्धारणम्,1.1	घोड़ों_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08568	10	027	1	#87CEEB	assets/graphs/10_027_1.svg
3.1	विद्धि	11	विद्धि	विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः}	अभिहित_कर्ता,3.1.1;अकर्मकः.1	अभिहित_कर्ता,10.1.1;अकर्मकः.1#अभिहित_कर्ता,3.1.1;अकर्मकः.1	जान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08569	10	027	1	#FF1975	assets/graphs/10_027_1.svg
3.1.1	(त्वं)	1	(0)	युष्मद्{1;एक}	युष्मद्{1;एक}	कर्ता,3.1	कर्ता,3.1	(तुम)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08574	10	027	1	#00BFFF	assets/graphs/10_027_1.svg
4.1	माम्	2	माममृतोद्भवम्	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,3.1	कर्म,3.1	मुझको	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0856a	10	027	1	#93DB70	assets/graphs/10_027_1.svg
5.1	अमृत-	4.1	0	अ	अमृत	पञ्च-तत्पुरुषः,5.2	पञ्च-तत्पुरुषः,5.2	अमृत_के_साथ_उत्पन्न_होनेवाला	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0856b	10	027	1	#FFFF00	assets/graphs/10_027_1.svg
5.2	उद्भवम्	4.2	-	मृत	उद्भव{पुं}{2;एक}	विशेषणम्,1.1	विशेषणम्,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0856c	10	027	1	#93DB70	assets/graphs/10_027_1.svg
6.1	ऐरावतम्	7	ऐरावतं	ऐरावत{पुं}{2;एक}	ऐरावत{पुं}{2;एक}	समुच्चितः,10.2	समुच्चितः,10.2	ऐरावत_नामक_हाथी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0856d	10	027	1	#93DB70	assets/graphs/10_027_1.svg
7.1	गज-	6.1	गजेन्द्राणां	गज	गजेन्द्र{पुं}{6;बहु}	सप्तमी-तत्पुरुषः,7.2	सप्तमी-तत्पुरुषः,7.2	श्रेष्ठ_हाथियों_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0856e	10	027	1	#FFFF00	assets/graphs/10_027_1.svg
7.2	इन्द्राणाम्	6.2	-	इन्द्र{पुं}{6;बहु}	इन्द्र{पुं}{6;बहु}	निर्धारणम्,6.1	निर्धारणम्,6.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0856f	10	027	1	#87CEEB	assets/graphs/10_027_1.svg
8.1	नराणाम्	8	नराणां	नर{पुं}{6;बहु}	नर{पुं}{6;बहु}	निर्धारणम्,10.2	निर्धारणम्,10.2	मनुष्यों_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08570	10	027	1	#87CEEB	assets/graphs/10_027_1.svg
9.1	च	10	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.2	समुच्चय_द्योतकः,10.2	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08571	10	027	1	#FF99FF	assets/graphs/10_027_1.svg
10.1	नर-	9.1	नराधिपम्	नर	नराधिप{पुं}{2;एक}	सप्तमी-तत्पुरुषः,10.2	सप्तमी-तत्पुरुषः,10.2	राजा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08572	10	027	1	#FFFF00	assets/graphs/10_027_1.svg
10.2	अधिपम्	9.2	-	अधिप{पुं}{2;एक}	अधिप{पुं}{2;एक}	कर्मसमानाधिकरणम्,3.1	कर्मसमानाधिकरणम्,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08573	10	027	1	#93DB70	assets/graphs/10_027_1.svg
