anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	स्थित-	3.1	स्थितप्रज्ञस्य	स्थित	स्थित	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	स्थिरबुद्धि_पुरुष_का	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f98	02	054	1	#FFFF00	assets/graphs/02_054_1.svg
1.2	प्रज्ञस्य	3.2	-	प्रज्ञ{पुं;6;एक}/प्रज्ञ{नपुं;6;एक}	प्रज्ञ{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f99	02	054	1	#87CEEB	assets/graphs/02_054_1.svg
2.1	का	4	का	किम्{स्त्री}{1;एक}	किम्{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	क्या	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f9a	02	054	1	#00BFFF	assets/graphs/02_054_1.svg
3.1	भाषा	5	भाषा	भाषा{स्त्री;1;एक}	भाषा{स्त्री;1;एक}	कर्ता,5.1.1	कर्ता,5.1.1	लक्षण	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f9b	02	054	1	#00BFFF	assets/graphs/02_054_1.svg
4.1	समाधि-	2.1	समाधिस्थस्य	समाधि	समाधि	उपपद-तत्पुरुषः,4.2	उपपद_तत्पुरुषः,4.2	समाधि_में_स्थित	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f9c	02	054	1	#FFFF00	assets/graphs/02_054_1.svg
4.2	स्थस्य	2.2	-	स्थ{पुं;6;एक}	स्थ{पुं;6;एक}	विशेषणम्,1.2	विशेषणम्,1.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f9d	02	054	1	#87CEEB	assets/graphs/02_054_1.svg
5.1	केशव	1	केशव	केशव{पुं;8;एक}	केशव{पुं;8;एक}	सम्बोध्यः,5.1.1	सम्बोध्यः,5.1.1	हे_केशव	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f9e	02	054	1	#6FFFC3	assets/graphs/02_054_1.svg
5.1.1	(अस्ति)	6	-	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,2.1;अकर्मकः.1	अभिहित_कर्ता,2.1;अकर्मकः.1	(है)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f9f	02	054	1	#FF1975	assets/graphs/02_054_1.svg
6.1	स्थित-	7.1	स्थितधीः	स्थित	स्थित	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	स्थिरबुद्धि_पुरुष	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa0	02	054	1	#FFFF00	assets/graphs/02_054_1.svg
6.2	धीः	7.2	-	धी{स्त्री;1;एक}/धी{स्त्री;8;एक}	धी{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa1	02	054	1	#00BFFF	assets/graphs/02_054_1.svg
7.1	किम्(कथम्)	8	किं	किम्{नपुं;1;एक}/किम्{नपुं;2;एक}	किम्{नपुं;2;एक}	क्रियाविशेषणम्,8.1	कर्म,8.1#क्रियाविशेषणम्,8.1	कैसे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa2	02	054	1	#93DB70	assets/graphs/02_054_1.svg
8.1	प्रभाषेत	9	प्रभाषेत	प्र_भाष्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भाषँ;भ्वादिः}	प्र_भाष्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;प्र_भाषँ;भ्वादिः}	अभिहित_कर्ता,6.2;सकर्मकः.1	अभिहित_कर्ता,6.2;सकर्मकः.1	बोलता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa3	02	054	1	#FF1975	assets/graphs/02_054_1.svg
9.1	किम्(कथम्)	11	किमासीत	किम्{नपुं;1;एक}/किम्{नपुं;2;एक}	किम्{नपुं;2;एक}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	कैसे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa4	02	054	1	#93DB70	assets/graphs/02_054_1.svg
10.1	आसीत	12	-	आस्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;आसँ;अदादिः}	आस्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;आसँ;अदादिः}	अभिहित_कर्ता,10.1.1;अकर्मकः.1	अभिहित_कर्ता,10.1.1;अकर्मकः.1	बैठता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa5	02	054	1	#FF1975	assets/graphs/02_054_1.svg
11.1	व्रजेत	15	व्रजेत	व्रज्1{कर्तरि;विधिलिङ्;म;बहु;परस्मैपदी;व्रजँ;भ्वादिः}	व्रज्1{कर्तरि;विधिलिङ्;म;बहु;परस्मैपदी;व्रजँ;भ्वादिः}	अभिहित_कर्ता,12.1.1;सकर्मकः.1	अभिहित_कर्ता,12.1.1;सकर्मकः.1	चलता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa8	02	054	1	#FF1975	assets/graphs/02_054_1.svg
12.1	किम्(कथम्)	14	किम्	किम्{नपुं;1;एक}/किम्{नपुं;2;एक}	किम्{नपुं;2;एक}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	कैसे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa9	02	054	1	#93DB70	assets/graphs/02_054_1.svg
13.1	(स्थित-	10.1	-	(स्थित)	(स्थित)	बहुव्रीहिः,13.2	बहुव्रीहिः,13.2	(स्थिरबुद्धि_पुरुष)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa6	02	054	1	#FFFF00	assets/graphs/02_054_1.svg
13.2	धीः)	10.2	-	(धी{स्त्री;1;एक})/(धी{स्त्री;8;एक})	(धी{पुं;1;एक})	कर्ता,10.1	कर्ता,10.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fa7	02	054	1	#00BFFF	assets/graphs/02_054_1.svg
14.1	(स्थित-	13.1	-	(स्थित)	(स्थित)	बहुव्रीहिः,14.2	बहुव्रीहिः,14.2	(स्थिरबुद्धि_पुरुष)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07faa	02	054	1	#FFFF00	assets/graphs/02_054_1.svg
14.2	धीः)	13.2	-	धी{स्त्री;1;एक}/धी{स्त्री;8;एक}	(धी{पुं;1;एक})	कर्ता,11.1	कर्ता,11.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07fab	02	054	1	#00BFFF	assets/graphs/02_054_1.svg
