anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	अत्र	1	अत्र	अत्र{अव्य}	अत्र{अव्य}	विशेषणम्,5.1	विशेषणम्,5.1	यहाँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078fc	01	004-006	1	#FF99FF	assets/graphs/01_004-006_1.svg
2.1	शूराः	29	शूरा	शूर{पुं;1;बहु}/शूरा{स्त्री;1;बहु}/शूरा{स्त्री;2;बहु}	शूर{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	शूर-वीर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078fd	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
3.1	महा-	33.1	महेष्वासा	महत्	महत्	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	बड़े-बड़े_धनुषोंवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078fe	01	004-006	1	#FFFF00	assets/graphs/01_004-006_1.svg
3.2	इष्वासाः	33.2	-	इष्वास{पुं;1;बहु}	इष्वास{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078ff	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
4.1	भीम-	28.1	भीमार्जुनसमा	भीम	भीम	द्वन्द्वः,4.2	द्वन्द्वः,4.2	भीम_और_अर्जुन_के_समान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07900	01	004-006	1	#FFFF00	assets/graphs/01_004-006_1.svg
4.2	अर्जुन-	28.2	-	अर्जुन	अर्जुन	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07901	01	004-006	1	#FFFF00	assets/graphs/01_004-006_1.svg
4.3	समाः	28.3	-	सम{पुं;1;बहु}/समा{स्त्री;1;बहु}/समा{स्त्री;2;बहु}/समा{स्त्री;1;बहु}/समा{स्त्री;2;बहु}	सम{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07902	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
5.1	युधि	2	युधि	युध्{स्त्री;7;एक}	युध्{स्त्री;7;एक}	अधिकरणम्,35.1	अधिकरणम्,35.1	युद्ध_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07903	01	004-006	1	#C6E2EB	assets/graphs/01_004-006_1.svg
6.1	युयुधानः	3	युयुधानो	युयुधान{पुं;1;एक}	युयुधान{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	सात्यकि	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07904	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
7.1	विराटः	4	विराटश्च	विराट{पुं;1;एक}	विराट{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	विराट	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07905	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
8.1	च	6	-	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1#सम्बन्धः,7.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07906	01	004-006	1	#FF99FF	assets/graphs/01_004-006_1.svg
9.1	द्रुपदः	7	द्रुपदश्च	द्रुपद{पुं;1;एक}	द्रुपद{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	राजा_द्रुपद	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07907	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
10.1	च	30	-	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	तथा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07908	01	004-006	1	#FF99FF	assets/graphs/01_004-006_1.svg
11.1	महान्-	5.1	महारथः	महान्	महान्	बहुव्रीहिः,11.2	बहुव्रीहिः,11.2	महारथी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07909	01	004-006	1	#FFFF00	assets/graphs/01_004-006_1.svg
11.2	रथः	5.2	-	रथ{पुं;1;एक}	रथ{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e0790a	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
12.1	धृष्टकेतुः	8	धृष्टकेतुश्चेकितानः	धृष्टकेतु{पुं;1;एक}	धृष्टकेतु{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	धृष्टकेतु	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e0790b	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
13.1	चेकितानः	9	-	चेकितान{पुं;1;एक}	चेकितान{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	चेकितान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e0790c	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
14.1	काशिराजः	12	काशिराजश्च	काशिराज{पुं;1;एक}	काशिराज{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	काशिराज	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e0790d	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
15.1	च	16	-	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e0790e	01	004-006	1	#FF99FF	assets/graphs/01_004-006_1.svg
16.1	वीर्यवान्	10	वीर्यवान्	वीर्यवत्{पुं;1;एक}/वीर्यवत्{पुं;1;एक}	वीर्यवत्{पुं;1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	बलवान्	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e0790f	01	004-006	1	#00BFFF	assets/graphs/01_004-006_1.svg
