anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	पत्रम्	4	पत्रं	पत्र{नपुं}{1;एक}/पत्र{नपुं}{2;एक}	पत्र{नपुं}{2;एक}	समुच्चितः,4.1	समुच्चितः,4.1	पत्र	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b2	09	026	1	#93DB70	assets/graphs/09_026_1.svg
2.1	पुष्पम्	5	पुष्पं	पुष्प{नपुं}{1;एक}/पुष्प{नपुं}{2;एक}	पुष्प{नपुं}{2;एक}	समुच्चितः,4.1	समुच्चितः,4.1	पुष्प	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b3	09	026	1	#93DB70	assets/graphs/09_026_1.svg
3.1	फलम्	6	फलं	फल{नपुं}{1;एक}/फल{नपुं}{2;एक}	फल{नपुं}{2;एक}	समुच्चितः,4.1	समुच्चितः,4.1	फल	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b4	09	026	1	#93DB70	assets/graphs/09_026_1.svg
4.1	तोयम्	7	तोयं	तोय{नपुं}{1;एक}/तोय{नपुं}{2;एक}	तोय{नपुं}{2;एक}	कर्म,8.1	कर्म,8.1	जल_आदि	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b5	09	026	1	#93DB70	assets/graphs/09_026_1.svg
5.1	यः	1	यो	यद्{पुं}{1;एक}	यद्{पुं}{1;एक}	कर्ता,8.1	कर्ता,8.1	जो_(कोई_भक्त)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b6	09	026	1	#00BFFF	assets/graphs/09_026_1.svg
6.1	मे	2	मे	अस्मद्{6;एक}	अस्मद्{4;एक}	सम्प्रदानम्,8.1	सम्प्रदानम्,8.1	मेरे_लिये	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b7	09	026	1	#B0E2FF	assets/graphs/09_026_1.svg
7.1	भक्त्या	3	भक्त्या	भक्ति{स्त्री}{3;एक}	भक्ति{स्त्री}{3;एक}	करणम्,8.1	करणम्,8.1	प्रेम_से(भक्तिपूर्वक)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b8	09	026	1	#40E0D0	assets/graphs/09_026_1.svg
8.1	प्रयच्छति	9	प्रयच्छति	प्रयच्छति	प्र_यम्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;प्र_यमँ;भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मकः.1	अभिहित_कर्ता,5.1;सकर्मकः.1	अर्पण_करता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082b9	09	026	1	#FF1975	assets/graphs/09_026_1.svg
8.1.1	(च)	8	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,4.1	समुच्चय_द्योतकः,4.1	(और)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082ba	09	026	1	#FF99FF	assets/graphs/09_026_1.svg
9.1	तत्	12	तदहं	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{2;एक}	कर्म,12.1	कर्म,12.1	वह_(पत्र-पुष्पादि)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082bb	09	026	1	#93DB70	assets/graphs/09_026_1.svg
10.1	अहम्	13	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,12.1	कर्ता,12.1	मैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082bc	09	026	1	#00BFFF	assets/graphs/09_026_1.svg
11.1	भक्ति-	11.1	भक्त्युपहृतमश्नामि	भक्ति	भक्ति	तृतीया_तत्पुरुषः,11.2	तृतीया_तत्पुरुषः,11.2	प्रेमपूर्वक_अर्पण_किया_हुआ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082bd	09	026	1	#FFFF00	assets/graphs/09_026_1.svg
11.2	उपहृतम्	11.2	-	उपहृतम्	उप_हृ1{कृत्_प्रत्ययः:क्त;उप_हृञ्;भ्वादिः;नपुं}{2;एक}	विशेषणम्,9.1	विशेषणम्,9.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082be	09	026	1	#93DB70	assets/graphs/09_026_1.svg
12.1	अश्नामि	14	0	अश्2{कर्तरि;लट्;उ;एक;परस्मैपदी;अशँ;क्र्यादिः}	अश्2{कर्तरि;लट्;उ;एक;परस्मैपदी;अशँ;क्र्यादिः}	अभिहित_कर्ता,10.1;सकर्मकः.1	अभिहित_कर्ता,10.1;सकर्मकः.1	स्वीकार_करता_हूँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777e356d5e31353e082bf	09	026	1	#FF1975	assets/graphs/09_026_1.svg
