anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	अ-	3	अद्वेष्टा	अ	अ	नञ्-तत्पुरुष,1.2	नञ्-तत्पुरुष,1.2	द्वेष-भाव_से_रहित	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d24	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
1.2	द्वेष्टा	-	-	द्वेष्टृ{पुं;1;एक}	द्वेष्टृ{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d25	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
2.1	सर्व-	2	सर्वभूतानां	सर्व	सर्व	कर्मधारयः,2.2	कर्मधारयः,2.2	सब_भूतों_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d26	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
2.2	भूतानाम्	-	-	भूत{पुं;6;बहु}	भूत{पुं;6;बहु}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d27	12	013-014	1	#87CEEB	assets/graphs/12_013-014_1.svg
3.1	मैत्रः	4	मैत्रः	मैत्र{पुं;1;एक}	मैत्र{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	स्वार्थरहित_सबका_प्रेमी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d28	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
4.1	करुणः	5	करुण	करुण{पुं;1;एक}	करुण{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	हेतुरहित_दयालु	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d29	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
5.1	एव	6	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	तथा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d2a	12	013-014	1	#FF99FF	assets/graphs/12_013-014_1.svg
6.1	च	7	च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d2b	12	013-014	1	#FF99FF	assets/graphs/12_013-014_1.svg
7.1	निर्-	8	निर्ममो	निर्	निर्	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	ममता_से_रहित	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d2c	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
7.2	ममः	-	-	मम{पुं;1;एक}	मम{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d2d	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
8.1	निर्-	9	निरहङ्कारः	निरहङ्कार{पुं}{1;एक}	निर्	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	अहंकार_से_रहित	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d2e	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
8.2	अहङ्कारः	-	-	अहङ्कार{पुं;1;एक}	अहङ्कार{पुं;1;एक}	बहुव्रीहि,14.2	समुच्चितः,19.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d2f	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
9.1	सम-	10	समदुःखसुखः	सम	सम	बहुव्रीहिः,9.3	बहुव्रीहिः,9.3	सुख-दुःखों_की_प्राप्ति_में_सम	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d30	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
9.2	दुःख-	-	-	दुःख	दुःख	इतरेतर-द्वन्द्वः,9.3	इतरेतर-द्वन्द्व,9.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d31	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
9.3	सुखः	-	-	सुख{पुं;1;एक}	सुख{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d32	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
10.1	क्षमी	11	क्षमी	क्षमिन्{पुं;1;एक}	क्षमिन्{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	क्षमावान्	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d33	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
11.1	सन्तुष्टः	14	सन्तुष्टः	सन्तुष्ट{पुं;1;एक}/सम्_तुष्1{कृत्_प्रत्ययः:क्त;वचँ;दीवादिः(सन्तुष्ट;पुं;1;एक)}	सम्_तुष्1{कृत्_प्रत्ययः:क्त;वचँ;दीवादिः(सन्तुष्ट;पुं;1;एक)}	समुच्चितः,19.2	समुच्चितः,19.2	संतुष्ट	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d34	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
12.1	सततम्	13	सततं	सततम्{अव्य}/सतत{पुं;2;एक}/सतत{नपुं;1;एक}/सतत{नपुं;2;एक}	सततम्{अव्य}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	निरन्तर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d35	12	013-014	1	#FF99FF	assets/graphs/12_013-014_1.svg
13.1	योगी	12	योगी	योगिन्{पुं;1;एक}	बुद्धि{स्त्री}{1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	योगी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d36	12	013-014	1	#00BFFF	assets/graphs/12_013-014_1.svg
14.1	यत्-	15	यतात्मा	यत्	यद्	बहुव्रीहिः,14.2	बहुव्रीहिः,14.2	मन-इन्द्रियोंसहित_शरीर_को_वश_में_किये_हुए	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777781d56d5e31353e08d37	12	013-014	1	#FFFF00	assets/graphs/12_013-014_1.svg
