anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	परम्	2	परं	परम्{अव्य}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}	पर{नपुं}{1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	परम	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08464	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
2.1	ब्रह्म	3	ब्रह्म	ब्रह्म{नपुं}{8;एक}/ब्रह्मन्{नपुं}{1;एक}/ब्रह्मन्{नपुं}{2;एक}	ब्रह्मन्{नपुं}{1;एक}	समुच्चितः,5.1	समुच्चितः,5.1	ब्रह्म	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08465	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
3.1	परम्	4	परं	परम्{अव्य}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}	पर{नपुं}{1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	परम	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08466	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
4.1	धाम	5	धाम	धामन्{नपुं}{1;एक}/धामन्{नपुं}{2;एक}/धामन्{नपुं}{8;एक}	धामन्{नपुं}{1;एक}	समुच्चितः,5.1	समुच्चितः,5.1	धाम	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08467	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
5.1	पवित्रम्	8	पवित्रं	पवित्र{पुं}{2;एक}	पवित्र{पुं}{1;एक}	विधेय_विशेषणम्,7.1	विधेय_विशेषणम्,7.1	पवित्र	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08468	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
6.1	परमम्	7	परमं	परमम्{अव्य}/परम{पुं}{2;एक}/परम{नपुं}{1;एक}/परम{नपुं}{2;एक}	परम{नपुं}{1;एक}	विशेषणम्,5.1	विशेषणम्,5.1	परम	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e08469	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
7.1	भवान्	1	भवान्	भव{पुं}{2;बहु}/भवत्{पुं}{1;एक}	भवत्{पुं}{1;एक}	कर्ता,7.1.1	कर्ता,7.1.1	आप	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0846a	10	012-013	1	#00BFFF	assets/graphs/10_012-013_1.svg
7.1.1	(अस्ति)	9	-	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,7.1;अकर्मकः.1	अभिहित_कर्ता,7.1;अकर्मकः.1	(है)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0846b	10	012-013	1	#FF1975	assets/graphs/10_012-013_1.svg
7.2.1	(च)	-	-	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	समुच्चय_द्योतकः,5.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0846c	10	012-013	1	#FF99FF	assets/graphs/10_012-013_1.svg
8.1	पुरुषम्	15	पुरुषम्	पुरुष{पुं}{2;एक}	पुरुष{पुं}{2;एक}	समुच्चितः,13.1	समुच्चितः,13.1	पुरुष	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677777f656d5e31353e0846d	10	012-013	1	#93DB70	assets/graphs/10_012-013_1.svg
