anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	अन्-	4.1	अनेकबाहूदरवक्त्रनेत्रं	अन्	अन्	नञ्‌-तत्पुरुषः,1.2	नञ्‌-तत्पुरुषः,1.2	अन्-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08811	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
1.2	एक-	4.2	-	एक	एक	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	एक-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08812	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
1.3	बाहु-	4.3	-	बाहु	बाहु	इतरेतर-द्वन्द्वः,1.4	इतरेतर-द्वन्द्वः,1.4	बाहु-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08813	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
1.4	उदर-	4.4	-	उदर	उदर	इतरेतर-द्वन्द्वः,1.5	इतरेतर-द्वन्द्वः,1.5	उदर-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08814	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
1.5	वक्त्र-	4.5	-	वक्त्र	वक्त्र	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	वक्त्र-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08815	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
1.6	नेत्रम्	4.6	-	नेत्र{नपुं;1;एक}/नेत्र{नपुं;2;एक}/नेत्र{पुं;2;एक}	नेत्र{नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,5.3#विशेषणम्,3.1#कर्म,2.1	नेत्र	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08816	11	016	1	#93DB70	assets/graphs/11_016_1.svg
2.1	पश्यामि	7	पश्यामि	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः}	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता;सकर्मकः	अभिहित_कर्ता;सकर्मकः	देखता_हूँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08817	11	016	1	#FF1975	assets/graphs/11_016_1.svg
3.1	त्वाम्	3	त्वां	युष्मद्{सर्वनाम;2;एक}	युष्मद्{सर्वनाम;2;एक}	कर्म,2.1	उप_अपेक्षा,4.1#कर्म,2.1	तुम्हें	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08818	11	016	1	#93DB70	assets/graphs/11_016_1.svg
4.1	सर्वतः	5	सर्वतोऽनन्तरूपम्	सर्वतः{अव्य}	सर्वतः{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	प्रत्येक_दिशा_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08819	11	016	1	#FF99FF	assets/graphs/11_016_1.svg
5.1	अन्-	6.1	-	अन्	अन्	नञ्‌-तत्पुरुषः,5.2	नञ्‌-तत्पुरुषः,5.2	अन्-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0881a	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
5.2	अन्त-	6.2	-	अन्त	अन्त	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	अन्त-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0881b	11	016	1	#FFFF00	assets/graphs/11_016_1.svg
