anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	यत्	2	यदादित्यगतं	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	जो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0936e	15	012	1	#00BFFF	assets/graphs/15_012_1.svg
2.1	आदित्य-	1.1	0	आदित्य	आदित्य	द्वितीया-तत्पुरुषः,2.2	द्वितीया-तत्पुरुषः,2.2	सूर्य_में_स्थित	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0936f	15	012	1	#FFFF00	assets/graphs/15_012_1.svg
2.2	गतम्	1.2	-	गत{पुं}{2;एक}/गत{नपुं}{1;एक}/गत{नपुं}{2;एक}	गत{नपुं}{1;एक}	समुच्चितः,9.1	समुच्चितः,9.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09370	15	012	1	#00BFFF	assets/graphs/15_012_1.svg
3.1	तेजः	3	तेजो	तेजस्{नपुं}{1;एक}/तेजस्{नपुं}{2;एक}	तेजस्{नपुं}{1;एक}	कर्ता,16.1	कर्ता,16.1	तेज	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09371	15	012	1	#00BFFF	assets/graphs/15_012_1.svg
4.1	जगत्	5	जगद्भासयतेऽखिलम्	जगत्{पुं}{1;एक}/जगत्{नपुं}{1;एक}/जगत्{नपुं}{2;एक}	जगत्{नपुं}{2;एक}	कर्म,16.1	कर्म,16.1	जगत्_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09372	15	012	1	#93DB70	assets/graphs/15_012_1.svg
5.1	भासयते	13	0	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ;भ्वादिः}	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ_णिच्;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मकः.1	अभिहित_कर्ता,9.1;सकर्मकः.1	प्रकाशित_करता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09373	15	012	1	#FF1975	assets/graphs/15_012_1.svg
6.1	अ-	4.1	0	अ-	अ-	नञ्-तत्पुरुषः,6.2	नञ्-तत्पुरुषः,6.2	सम्पूर्ण	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09374	15	012	1	#FFFF00	assets/graphs/15_012_1.svg
6.2	खिलम्	4.2	-	अखिल{नपुं}{1;एक}/अखिल{नपुं}{2;एक}	अखिल{नपुं}{1;एक}/अखिल{नपुं}{2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09375	15	012	1	#93DB70	assets/graphs/15_012_1.svg
7.1	यत्	7	यच्चन्द्रमसि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{1;एक}	कर्ता,17.1	कर्ता,17.1	जो_(तेज)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09376	15	012	1	#00BFFF	assets/graphs/15_012_1.svg
8.1	चन्द्रमसि	8	0	चन्द्रमस्{पुं}{7;एक}	चन्द्रमस्{पुं}{7;एक}	अधिकरणम्,17.1	अधिकरणम्,17.1	चन्द्रमा_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09377	15	012	1	#C6E2EB	assets/graphs/15_012_1.svg
9.1	यत्	10	यच्चाग्नौ	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{1;एक}	कर्ता,5.1	कर्ता,5.1	जो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09378	15	012	1	#00BFFF	assets/graphs/15_012_1.svg
10.1	च	11	0	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.1	समुच्चय_द्योतकः,9.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09379	15	012	1	#FF99FF	assets/graphs/15_012_1.svg
11.1	अग्नौ	12	0	अग्नि{पुं}{7;एक}	अग्नि{पुं}{7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	अग्नि_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0937a	15	012	1	#C6E2EB	assets/graphs/15_012_1.svg
12.1	तत्	14	तत्तेजो	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{2;एक}	विशेषणम्,13.1	विशेषणम्,13.1	उसको	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0937b	15	012	1	#93DB70	assets/graphs/15_012_1.svg
13.1	तेजः	15	0	तेजस्{नपुं}{1;एक}/तेजस्{नपुं}{2;एक}/तेजस्{नपुं}{8;एक}	तेजस्{नपुं}{2;एक}	कर्म,14.1	कर्म,14.1	तेज	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0937c	15	012	1	#93DB70	assets/graphs/15_012_1.svg
14.1	विद्धि	18	विद्धि	विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः}	अभिहित_कर्ता,12.1;सकर्मकः.1	अभिहित_कर्ता,12.1;सकर्मकः.1	जान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0937d	15	012	1	#FF1975	assets/graphs/15_012_1.svg
15.1.1	(त्वम्)	17	(0)	(युष्मद्{पुं}{1;एक}	(युष्मद्{पुं}{1;एक}	कर्ता,14.1	कर्ता,14.1	(उस)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0937f	15	012	1	#00BFFF	assets/graphs/15_012_1.svg
15.1	मामकम्	16	मामकम्	मामक{पुं}{2;एक}	मामक{पुं}{2;एक}	कर्मसमानाधिकरणम्,13.1	कर्मसमानाधिकरणम्,13.1	मेरा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e0937e	15	012	1	#93DB70	assets/graphs/15_012_1.svg
16.1	(भासयते)	6	(भासयते)	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ;भ्वादिः}	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ;भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मकः.1	अभिहित_कर्ता,3.1;सकर्मकः.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09380	15	012	1	#FF1975	assets/graphs/15_012_1.svg
17.1	(भासयते)	9	(भासयते)	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ;भ्वादिः}	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ;भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मकः.1	अभिहित_कर्ता,7.1;सकर्मकः.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777789d56d5e31353e09381	15	012	1	#FF1975	assets/graphs/15_012_1.svg
