anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	हतः	2	हतो	हत{पुं;1;एक}/हन्1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;हनँ;अदादिः}/हन्1{कृत्_प्रत्ययः:क्त;हनँ;अदादिः(हत;पुं;1;एक)}	हन्1{कृत्_प्रत्ययः:क्त;हनँ;अदादिः(हत;पुं;1;एक)}	विशेषणम्,4.1.1	विशेषणम्,4.1.1#विधेय_विशेषणम्,4.1.1	मारे_जाकर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e6f	02	037	1	#00BFFF	assets/graphs/02_037_1.svg
2.1	वा	3	वा	वा{अव्य}	वा{अव्य}	सम्बन्धः,1.1	सम्बन्धः,3.1#सम्बन्धः,1.1	या	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e70	02	037	1	#FF99FF	assets/graphs/02_037_1.svg
3.1	प्राप्स्यसि	6	प्राप्स्यसि	प्र_आप्1{कर्तरि;लृट्;म;एक;परस्मैपदी;आपॢँ;स्वादिः}	प्र_आप्1{कर्तरि;लृट्;म;एक;परस्मैपदी;प्र_आपॢँ;स्वादिः}	अभिहित_कर्ता,4.1.1;सकर्मकः.1	अभिहित_कर्ता,4.1.1;सकर्मकः.1	प्राप्त_करोगे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e71	02	037	1	#FF1975	assets/graphs/02_037_1.svg
4.1	स्वर्गम्	5	स्वर्गं	स्वर्ग{पुं;2;एक}	स्वर्ग{पुं;2;एक}	कर्म,3.1	कर्म,3.1	स्वर्ग_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e72	02	037	1	#93DB70	assets/graphs/02_037_1.svg
4.1.1	(त्वम्)	4	-	(युष्मद्{सर्वनाम;1;एक})	(युष्मद्{सर्वनाम;1;एक})	कर्ता,3.1	कर्ता,3.1	(तुम)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e73	02	037	1	#00BFFF	assets/graphs/02_037_1.svg
5.1	जित्वा	8	जित्वा	जि1{कृत्_प्रत्ययः:क्त्वा;जि;भ्वादिः}	जि1{कृत्_प्रत्ययः:क्त्वा;जि;भ्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	जीतकर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e74	02	037	1	#FF99FF	assets/graphs/02_037_1.svg
6.1	वा	9	वा	वा{अव्य}	वा{अव्य}	सम्बन्धः,5.1	सम्बन्धः,7.1#सम्बन्धः,5.1	अथवा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e75	02	037	1	#FF99FF	assets/graphs/02_037_1.svg
7.1	भोक्ष्यसे	11	भोक्ष्यसे	भुज्1{भावे;लृट्;म;एक;आत्मनेपदी;भुजोँ;तुदादिः}/भुज्2{कर्मणि;लृट्;म;एक;आत्मनेपदी;भुजँ;रुधादिः}	भुज्2{कर्तरि;लृट्;म;एक;आत्मनेपदी;भुजँ;रुधादिः}	अभिहित_कर्ता,.1.1;सकर्मकः8.1	अभिहित_कर्ता,.1.1;सकर्मकः8.1	भोगोगे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e76	02	037	1	#FF1975	assets/graphs/02_037_1.svg
8.1.1	(त्वम्)	7	-	(युष्मद्{सर्वनाम;1;एक})	(युष्मद्{सर्वनाम;1;एक})	कर्ता,7.1;कर्ता,5.1	कर्ता,7.1#कर्ता,7.1;कर्ता,5.1	(तुम)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e78	02	037	1	#00BFFF	assets/graphs/02_037_1.svg
8.1	महीम्	10	महीम्	मही{स्त्री}{2;एक}	मही{स्त्री;2;एक}	कर्म,7.1	कर्म,7.1	पृथ्वी_का_राज्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07e77	02	037	1	#93DB70	assets/graphs/02_037_1.svg
