anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	याम्	17	यामिमां	यद्{सर्वनाम;स्त्री;2;एक}	यद्{सर्वनाम;स्त्री;2;एक}	विशेषणम्,4.1	सम्बन्धः,2.1#विशेषणम्,4.1#कर्म,5.1	जो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ecd	02	042	1	#93DB70	assets/graphs/02_042_1.svg
2.1	इमाम्	15	-	इदम्{सर्वनाम;स्त्री;2;एक}	इदम्{सर्वनाम;स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1#कर्म,5.1	इस	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ece	02	042	1	#93DB70	assets/graphs/02_042_1.svg
3.1	पुष्पितां	16	पुष्पितां	पुष्पिन्{तल्;स्त्री;2;एक}	पुष्पिन्{तल्;स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1#विशेषणम्,2.1#कर्म,5.1	पुष्पिन्	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ecf	02	042	1	#93DB70	assets/graphs/02_042_1.svg
4.1	वाचं	18	वाचं	वाच्{स्त्री;2;एक}/वाच{पुं;2;एक(ब्रू1;घञ्;अदादिः)}	वाच्{स्त्री;2;एक}	कर्म,5.1	विशेषणम्,2.1#कर्म,5.1	वाणी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed0	02	042	1	#93DB70	assets/graphs/02_042_1.svg
5.1	प्रवदन्ति	19	प्रवदन्त्यविपश्चितः	प्र_वद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/प्रवदत्{नपुं;1;बहु(प्र_वद्1;शतृ_लट्;भ्वादिः)}/प्रवदत्{नपुं;2;बहु(प्र_वद्1;शतृ_लट्;भ्वादिः)}	प्र_वद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,6.2;सकर्मक	अभिहित_कर्ता,6.2;सकर्मक	बोलते_हैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed1	02	042	1	#FF1975	assets/graphs/02_042_1.svg
6.1	अ-	10.1	-	अ	अ	नञ्‌-तत्पुरुषः,6.2	नञ्‌-तत्पुरुषः,6.2	अ-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed2	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
6.2	विपश्चितः	10.2	-	विपश्चित्{पुं;1;बहु}/विपश्चित्{पुं;2;बहु}/विपश्चित्{पुं;5;एक}/विपश्चित्{पुं;6;एक}/विपश्चित्{नपुं;5;एक}/विपश्चित्{नपुं;6;एक}/विपश्चित्{पुं;8;बहु}	विपश्चित्{पुं;1;बहु}	कर्ता,5.1	षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#हेतुः5,5.1#हेतुः5,4.1#कर्म,5.1#कर्ता,5.1	विद्वान्	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed3	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
7.1	वेद-	4.1	वेदवादरताः	वेद	वेद	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	वेद-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed4	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
7.2	वाद-	4.2	-	वाद	वाद	सप्तमी-तत्पुरुषः,7.3	सप्तमी-तत्पुरुषः,7.3	वाद-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed5	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
7.3	रताः	4.3	-	रत{पुं;1;बहु(रम्1;क्त;भ्वादिः)}/रता{स्त्री;1;बहु(रम्1;क्त;भ्वादिः)}/रता{स्त्री;2;बहु(रम्1;क्त;भ्वादिः)}/रत{पुं;8;बहु}/रता{स्त्री;8;बहु}	रत{पुं;1;बहु(रम्1;क्त;भ्वादिः)}	विशेषणम्,6.2	विशेषणम्,6.2	प्रसन्न	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed6	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
8.1	पार्थ	1	पार्थ	पार्थ{पुं;8;एक}	पार्थ{पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	पार्थ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed7	02	042	1	#6FFFC3	assets/graphs/02_042_1.svg
9.1	न	5	नान्यदस्तीति	न{अव्य}	न{अव्य}	प्रतिषेधः,11.1	प्रतिषेधः,5.1	नहीं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed8	02	042	1	#FF99FF	assets/graphs/02_042_1.svg
10.1	अन्यद्	6	-	अन्य{सर्वनाम;नपुं;1;एक}/अन्य{सर्वनाम;नपुं;2;एक}	अन्य{सर्वनाम;नपुं;1;एक}	कर्ता,11.1	कर्ता_बे_वेर्ब्स्,5.1#कर्ता,11.1	अन्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ed9	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
11.1	अस्ति	7	-	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,10.1;वाक्यकर्म,13.1	अभिहित_कर्ता,10.1;वाक्यकर्म,14.1	है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eda	02	042	1	#FF1975	assets/graphs/02_042_1.svg
12.1	इति	8	-	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,13.1	वाक्यकर्म_द्योतक,14.1#वाक्यकर्म_द्योतकः,13.1	ऐसा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07edb	02	042	1	#FF99FF	assets/graphs/02_042_1.svg
13.1	वादिनः	9	वादिनः	वादि{नपुं;6;एक}/वादि{नपुं;5;एक}/वादिन्{पुं;1;बहु}/वादिन्{पुं;2;बहु}/वादिन्{पुं;5;एक}/वादिन्{पुं;6;एक}/वादिन्{पुं;8;बहु}	वादि{पुं;1;बहु}	विशेषणम्,6.2	षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.3#हेतुः5,5.1#हेतुः5,1.3#विशेषणम्,6.1	बुद्धिमान्_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07edc	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
14.1	काम-	2.1	कामात्मनः	काम	काम	कर्मधारयः,14.2	कर्मधारयः,14.2#तत्पुरुषः,14.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07edd	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
14.2	आत्मनः	2.2	-	आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक}/आत्मन्{पुं;1;बहु}	आत्मन्{पुं;1;बहु}	विशेषणम्,6.2	विशेषणम्,6.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ede	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
15.1	स्वर्ग-	3.1	स्वर्गपरा	स्वर्ग	स्वर्ग	बहुव्रीहिः,15.2	बहुव्रीहिः,15.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07edf	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
15.2	पराः	3.2	-	पर{पुं;8;बहु}/पर{पुं;1;बहु}/पर{स्त्री;8;बहु}/परा{सर्व;स्त्री;1;बहु}/परा{सर्व;स्त्री;2;बहु}	पर{पुं;1;बहु}	विशेषणम्,6.2	विशेषणम्,6.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee0	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
16.1	जन्म-	11.1	जन्मकर्मफलप्रदाम्	जन्म	जन्म	इतरेतर-द्वन्द्वः,16.2	इतरेतर-द्वन्द्वः,16.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee1	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
16.2	कर्म-	11.2	-	कर्म	कर्म	षष्ठी-तत्पुरुषः,16.3	षष्ठी-तत्पुरुषः,16.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee2	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
16.3	फल-	11.3	-	फल	फल	बहुव्रीहिः,16.4	बहुव्रीहिः,16.4	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee3	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
16.4	प्रदाम्	11.4	-	प्रदा{स्त्री;2;एक}	प्रदा{स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee4	02	042	1	#93DB70	assets/graphs/02_042_1.svg
17.1	क्रिया-	14.1	क्रियाविशेषबहुलां	क्रिया	क्रिया	षष्ठी-तत्पुरुषः,17.2	षष्ठी-तत्पुरुषः,17.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee5	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
17.2	विशेष-	14.2	-	विशेष	विशेष	बहुव्रीहिः,17.3	बहुव्रीहिः,17.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee6	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
17.3	बहुलाम्	14.3	-	बहुला{स्त्री;2;एक}	बहुला{स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee7	02	042	1	#93DB70	assets/graphs/02_042_1.svg
18.1	भोग-	12.1	भोगैश्वर्यगतिं	भोग	भोग	इतरेतर-द्वन्द्वः,18.2	इतरेतर-द्वन्द्वः,18.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee8	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
18.2	ऐश्वर्य-	12.2	-	ऐश्वर्य	ऐश्वर्य	षष्ठी-तत्पुरुषः,18.3	षष्ठी-तत्पुरुषः,18.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ee9	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
18.3	गतिम्	12.3	-	गति{स्त्री;2;एक}	गति{स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eea	02	042	1	#93DB70	assets/graphs/02_042_1.svg
19.1	प्रति	13	प्रति	प्रति{अव्य}	प्रति{अव्य}	सम्बन्धः,18.3	सम्बन्धः,18.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eeb	02	042	1	#FF99FF	assets/graphs/02_042_1.svg
20.1	भोग-	22.1	भोगैश्वर्यप्रसक्तानां	भोग	भोग	इतरेतर-द्वन्द्वः,20.2	इतरेतर-द्वन्द्वः,20.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eec	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
20.2	ऐश्वर्य-	22.2	-	ऐश्वर्य	ऐश्वर्य	सप्तमी-तत्पुरुषः,20.3	सप्तमी-तत्पुरुषः,20.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eed	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
20.3	प्रसक्तानाम्	22.3	-	प्रसक्त{पुं;6;बहु}/प्रसक्त{नपुं;6;बहु}/प्रसक्ता{स्त्री;6;बहु}	प्रसक्त{पुं;6;बहु}	षष्ठीसम्बन्धः,24.1	विशेषणम्,22.2#षष्ठीसम्बन्धः,24.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eee	02	042	1	#87CEEB	assets/graphs/02_042_1.svg
21.1	तया	20	तया	तद्{सर्व;स्त्री;3;एक}	तद्{सर्व;स्त्री;3;एक}	करणम्,27.1	करणम्,27.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07eef	02	042	1	#40E0D0	assets/graphs/02_042_1.svg
22.1	अपहृत-	21.1	अपहृतचेतसां	अपहृत	अपहृत	बहुव्रीहिः,22.2	बहुव्रीहिः,22.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef0	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
22.2	चेतसाम्	21.2	-	चेतस्{नपुं;6;बहु}	चेतस्{नपुं;6;बहु}	षष्ठीसम्बन्धः,24.1	षष्ठीसम्बन्धः,24.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef1	02	042	1	#87CEEB	assets/graphs/02_042_1.svg
23.1	व्यवसाय-	24.1	व्यवसायात्मिका	व्यवसाय(वि_अव_षो1;घञ्;दिवादिः)	व्यवसाय(वि_अव_षो1;घञ्;दिवादिः)	कर्मधारयः,23.2	कर्मधारयः,23.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef2	02	042	1	#FFFF00	assets/graphs/02_042_1.svg
23.2	आत्मिका	24.2	--	आत्मिका{स्त्री;1;एक}	आत्मिका{स्त्री;1;एक}	विशेषणम्,24.1	विशेषणम्,21.1#कर्ता,24.1#कर्म,24.1#विशेषणम्,24.1	आत्मिका	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef3	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
24.1	बुद्धिः	23	बुद्धिः	बुद्धि{स्त्री;1;एक}	बुद्धि{स्त्री;1;एक}	कर्ता,27.1	कर्ता,24.1#कर्म,24.1#कर्ता,27.1	बुद्धि	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef4	02	042	1	#00BFFF	assets/graphs/02_042_1.svg
25.1	समाधौ	25	समाधौ	समाधि{पुं;7;एक}	समाधि{पुं;7;एक}	अधिकरणम्,27.1	अधिकरणम्,24.1#अधिकरणम्,27.1	समाधि_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef5	02	042	1	#C6E2EB	assets/graphs/02_042_1.svg
26.1	न	26	न	न{अव्य}	न{अव्य}	प्रतिषेधः,27.1	प्रतिषेधः,24.1#प्रतिषेधः,27.1	नहीं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef6	02	042	1	#FF99FF	assets/graphs/02_042_1.svg
27.1	विधीयते	27	विधीयते	वि_धी1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/वि_धी1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}/वि_धे1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	वि_धी1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,24.1;सकर्मकः	अभिहित_कर्ता,24.1;सकर्मकः	होती_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07ef7	02	042	1	#FF1975	assets/graphs/02_042_1.svg
