anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	यजन्ते	3	यजन्ते	यज्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;यजँ;भ्वादिः}	यज्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;यजँ;भ्वादिः}	अभिहितकर्ता,2.1;सकर्मकः.1	अभिहितकर्ता,2.1;सकर्मकः.1	पूजते_हैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e0966a	17	004	1	#FF1975	assets/graphs/17_004_1.svg
2.1	सात्त्विकाः	1	सात्त्विका	सात्त्विक{पुं}{1;बहु}/सात्त्विक{पुं}{8;बहु}	सात्त्विक{पुं}{1;बहु}	कर्ता,1.1	कर्ता,1.1	सात्त्विक_पुरुष	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e0966b	17	004	1	#00BFFF	assets/graphs/17_004_1.svg
3.1	देवान्	2	देवान्यक्षरक्षांसि	देव{पुं}{2;बहु}	देव{पुं}{2;बहु}	कर्म,1.1	कर्म,1.1	देवों_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e0966c	17	004	1	#93DB70	assets/graphs/17_004_1.svg
4.1	यक्ष-	5.1	0	यक्ष	यक्ष	इतरेतर-द्वन्द्वः,4.2	इतरेतर-द्वन्द्वः,4.2	यक्ष_और_राक्षसों_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e0966d	17	004	1	#FFFF00	assets/graphs/17_004_1.svg
4.2	रक्षांसि	5.2	-	रक्षस्{नपुं}{1;बहु}/रक्षस्{नपुं}{2;बहु}/रक्षस्{नपुं}{8;बहु}	रक्षस्{नपुं}{2;बहु}	कर्म,5.1.1	कर्म,5.1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e0966e	17	004	1	#93DB70	assets/graphs/17_004_1.svg
5.1.1	(यजन्ते)	6	(0)	(यज्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;यजँ;भ्वादिः})	(यज्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;यजँ;भ्वादिः})	अभिहितकर्ता,5.1;सकर्मकः.1	अभिहितकर्ता,5.1;सकर्मकः.1	(पूजते_हैं)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09670	17	004	1	#FF1975	assets/graphs/17_004_1.svg
5.1	राजसाः	4	राजसाः	राजस{पुं}{1;बहु}/राजस{पुं}{8;बहु}/राजसा{स्त्री}{1;बहु}/राजसा{स्त्री}{2;बहु}/राजसा{स्त्री}{8;बहु}	राजस{पुं}{1;बहु}	कर्ता,5.1.1	कर्ता,5.1.1	राजस_पुरुष	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e0966f	17	004	1	#00BFFF	assets/graphs/17_004_1.svg
6.1	प्रेतान्	10	प्रेतान्भूतगणांश्चान्ये	प्रेत{पुं}{2;बहु}	प्रेत{पुं}{2;बहु}	समुच्चितः,7.2	समुच्चितः,7.2	प्रेत	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09671	17	004	1	#93DB70	assets/graphs/17_004_1.svg
7.1	भूत-	12.1	0	भूत	भूत	षष्ठी_तत्पुरुषः,7.2	षष्ठी_तत्पुरुषः,7.2	भूतगणों_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09672	17	004	1	#FFFF00	assets/graphs/17_004_1.svg
7.2	गणान्	12.2	-	गण{पुं}{2;बहु}	गण{पुं}{2;बहु}	कर्म,10.1	कर्म,10.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09673	17	004	1	#93DB70	assets/graphs/17_004_1.svg
8.1	च	11	0	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.2	समुच्चय_द्योतकः,7.2	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09674	17	004	1	#FF99FF	assets/graphs/17_004_1.svg
9.1	अन्ये	7	0	अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्य{नपुं}{7;एक}/अन्य{नपुं}{8;द्वि}/अन्य{पुं}{1;बहु}/अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्या{स्त्री}{8;एक}/अन्या{स्त्री}{8;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्1{भावे;लट्;उ;एक;आत्मनेपदी;अनँ;अदादिः}	अन्य{पुं}{1;बहु}	विशेषणम्,12.1	विशेषणम्,12.1	अन्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09675	17	004	1	#00BFFF	assets/graphs/17_004_1.svg
10.1	यजन्ते	13	यजन्ते	यज्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;यजँ;भ्वादिः}	यज्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;यजँ;भ्वादिः}	अभिहितकर्ता,12.1;सकर्मकः.1	अभिहितकर्ता,12.1;सकर्मकः.1	पूजते_हैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09676	17	004	1	#FF1975	assets/graphs/17_004_1.svg
11.1	तामसाः	8	तामसा	तामस{पुं}{1;बहु}/तामस{पुं}{8;बहु}	तामस{पुं}{1;बहु}	विशेषणम्,12.1	विशेषणम्,12.1	तामस	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09677	17	004	1	#00BFFF	assets/graphs/17_004_1.svg
12.1	जनाः	9	जनाः	जन{पुं}{1;बहु}/जन{पुं}{8;बहु}	जन{पुं}{1;बहु}	कर्ता,10.1	कर्ता,10.1	मनुष्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778d956d5e31353e09678	17	004	1	#00BFFF	assets/graphs/17_004_1.svg
