anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	पश्य	12	पश्यैतां	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,11.1.1;सकर्मकः.1	अभिहित_कर्ता,11.1.1;सकर्मकः.1	देखिये	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078ee	01	003	1	#FF1975	assets/graphs/01_003_1.svg
2.1	एताम्	8	-	एता{स्त्री}{2;एक}/एतद्{स्त्री}{2;एक}/आङ्_इ1{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;इण्;अदादिः}	एतद्{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	इस	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078ef	01	003	1	#93DB70	assets/graphs/01_003_1.svg
3.1	पाण्डु-	7.1	पाण्डुपुत्राणामचार्य	पाण्डु	पाण्डु	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	पाण्डुपुत्रों_की	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f0	01	003	1	#FFFF00	assets/graphs/01_003_1.svg
3.2	पुत्राणाम्	7.2	-	पुत्र{पुं}{6;बहु}	पुत्र{पुं}{6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f1	01	003	1	#87CEEB	assets/graphs/01_003_1.svg
4.1	आचार्य	1	-	आचार्य{पुं}{8;एक}	आचार्य{पुं}{8;एक}	सम्बोध्यः,1.1	सम्बोध्यः,1.1	हे_आचार्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f2	01	003	1	#6FFFC3	assets/graphs/01_003_1.svg
5.1	महतीम्	9	महतीं	महती{स्त्री}{2;एक}	महती{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	बड़ी_भारी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f3	01	003	1	#93DB70	assets/graphs/01_003_1.svg
6.1	चमूम्	10	चमूम्	चमू{स्त्री}{2;एक}	चमू{स्त्री}{2;एक}	कर्म,1.1	कर्म,1.1	सेना_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f4	01	003	1	#93DB70	assets/graphs/01_003_1.svg
7.1	व्यूढाम्	6	व्यूढां	व्यूढा{स्त्री}{2;एक}	व्यूढा{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	व्यूहाकार_खड़ी_की_हुई	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f5	01	003	1	#93DB70	assets/graphs/01_003_1.svg
8.1	द्रुपद-	5.1	द्रुपदपुत्रेण	द्रुपद	द्रुपद	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	द्रुपदपुत्र_धृष्टद्युम्न_द्वारा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f6	01	003	1	#FFFF00	assets/graphs/01_003_1.svg
8.2	पुत्रेण	5.2	-	पुत्र{पुं}{3;एक}	पुत्र{पुं}{3;एक}	करणम्,7.1	करणम्,7.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f7	01	003	1	#40E0D0	assets/graphs/01_003_1.svg
9.1	तव	2	तव	युष्मद्{6;एक}	युष्मद्{6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	आपके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f8	01	003	1	#87CEEB	assets/graphs/01_003_1.svg
10.1	शिष्येण	4	शिष्येण	शिष्य{पुं}{3;एक}	शिष्य{पुं}{3;एक}	अभेदः,8.2	अभेदः,8.2	शिष्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078f9	01	003	1	#40E0D0	assets/graphs/01_003_1.svg
11.1.1	(त्वम्)	11	-	युष्मद्{1;एक}	युष्मद्{1;एक}	कर्ता,1.1	कर्ता,1.1	आपके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078fb	01	003	1	#00BFFF	assets/graphs/01_003_1.svg
11.1	धीमता	3	धीमता	धीमत्{पुं}{3;एक}/धीमत्{नपुं}{3;एक}	धीमत्{पुं}{3;एक}	विशेषणम्,8.1	विशेषणम्,8.1	बुद्धिमान्	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e078fa	01	003	1	#40E0D0	assets/graphs/01_003_1.svg
