anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	काश्यः	5	काश्यः	काशी{स्त्री;1;बहु}/काशी{स्त्री;8;बहु}/काश्य{पुं;1;एक(काश्1;ण्यत्;भ्वादिः)}	काशी{स्त्री;1;बहु}	कर्ता,22.1	विशेषणम्,20.2#विशेषणम्,18.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,10.1#विशेषणम्,8.1#विशेषणम्,7.2#विशेषणम्,6.2#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,4.1#कर्ता,22.1	काशियाँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd46	01	017-018	1	#00BFFF	-
2.1	च	6	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1#समुच्चय_द्योतकः,1.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd47	01	017-018	1	#FF99FF	-
3.1	परम-	3	परम-इष्वास	परम	परम	बहुव्रीहिः,3.2	त_पु_6,3.2#क_धा_1,3.2#बहुव्रीहिः,3.2	परम-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd48	01	017-018	1	#FFFF00	-
3.2	इष्वासः	4	--	इष्वास{पुं;1;एक}	इष्वास{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,20.2#विशेषणम्,18.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,10.1#विशेषणम्,8.1#विशेषणम्,7.2#विशेषणम्,6.2#विशेषणम्,4.1#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,4.1#विशेषणम्,1.1	धनुर्धारी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd49	01	017-018	1	#00BFFF	-
4.1	शिखण्डी	9	शिखण्डी	शिखण्डिन्{पुं;1;एक}	शिखण्डिन्{पुं;1;एक}	समुच्चितः,1.1	सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,8.1#समुच्चितः,1.1	शिखाधारी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd4a	01	017-018	1	#00BFFF	-
5.1	च	10	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1#समुच्चय_द्योतकः,1.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd4b	01	017-018	1	#FF99FF	-
6.1	महा-	7	महत्-रथ	महत्	महत्	कर्मधारयः,6.2	त_पु_6,6.2#क_धा_1,6.2#कर्मधारयः,6.2	महा-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd4c	01	017-018	1	#FFFF00	-
6.2	रथः	8	--	रथ{पुं;1;एक}	रथ{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,20.2#विशेषणम्,18.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,10.1#विशेषणम्,8.1#विशेषणम्,7.2#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,8.1	रथ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd4d	01	017-018	1	#00BFFF	-
7.1	धृष्ट-	11	धृष्ट-द्युम्न	धृष्ट(धृष्1;क्त;स्वादिः)	धृष्ट(धृष्1;क्त;स्वादिः)	बहुव्रीहिः,7.2	त_पु_6,7.2#बहुव्रीहिः,7.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd4e	01	017-018	1	#FFFF00	-
7.2	द्युम्नः	12	--	द्युम्न{पुं;1;एक}	द्युम्न{पुं;1;एक}	समुच्चितः,1.1	विशेषणम्,20.2#विशेषणम्,18.1#विशेषणम्,13.1#विशेषणम्,12.2#विशेषणम्,10.1#विशेषणम्,8.1#विशेषणम्,6.2#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,18.1#सुप्_समुच्चितः,14.1#सुप्_समुच्चितः,10.1#सुप्_समुच्चितः,8.1#समुच्चितः,1.1	द्युम्न	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6809f35f02372bec8a1bfd4f	01	017-018	1	#00BFFF	-
