anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	किरीटिनम्	1	किरीटिनं	किरीटिन्{पुं;2;एक}	किरीटिन्{पुं;2;एक}	समुच्चितः,5.2	समुच्चितः,5.2	मुकुटयुक्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0882c	11	017	1	#93DB70	assets/graphs/11_017_1.svg
2.1	गदिनम्	2	गदिनं	गदिन्{पुं}{2;एक}	गदिन्{पुं}{2;एक}	समुच्चितः,5.2	समुच्चितः,5.2	गदायुक्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0882d	11	017	1	#93DB70	assets/graphs/11_017_1.svg
3.1	चक्रिणम्	3	चक्रिणं	चक्रिन्{पुं;2;एक}	चक्रिन्{पुं;2;एक}	समुच्चितः,5.2	समुच्चितः,5.2	चक्रयुक्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0882e	11	017	1	#93DB70	assets/graphs/11_017_1.svg
4.1	च	11	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.2	समुच्चय_द्योतकः,5.2	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0882f	11	017	1	#FF99FF	assets/graphs/11_017_1.svg
5.1	तेजः-	4.1	तेजोराशिं	तेजस्	तेजस्	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	तेज_के_पुंज	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08830	11	017	1	#FFFF00	assets/graphs/11_017_1.svg
5.2	राशिम्	4.2	-	राशि{पुं;2;एक}	राशि{पुं;2;एक}	विशेषणम्,9.1	कर्मसमानाधिकरणम्,8.1#विशेषणम्,9.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08831	11	017	1	#93DB70	assets/graphs/11_017_1.svg
6.1	सर्वतः	5	सर्वतो	सर्वतः{अव्य}	सर्वतः{अव्य}	क्रियाविशेषणम्,7.1	क्रियाविशेषणम्,7.1	सब_ओर_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08832	11	017	1	#FF99FF	assets/graphs/11_017_1.svg
7.1	दीप्तिमन्तम्	6	दीप्तिमन्तम्	दीप्तिमत्{पुं;2;एक}	दीप्तिमत्{पुं;2;एक}	समुच्चितः,5.2	विशेषणम्,9.1#समुच्चितः,5.2	प्रकाशमान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08833	11	017	1	#93DB70	assets/graphs/11_017_1.svg
8.1	पश्यामि	14	पश्यामि	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,8.1.1	अभिहित_कर्ता,8.1.1	देखता_हूँ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08835	11	017	1	#FF1975	assets/graphs/11_017_1.svg
8.1.1	(अहम्)	13	-	अस्मत्{सर्व;अ;1;एक}	अस्मत्{सर्व;अ;1;एक}	कर्ता,8.1	कर्ता,8.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08834	11	017	1	#00BFFF	assets/graphs/11_017_1.svg
9.1	त्वाम्	12	त्वां	युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	कर्म,8.1	कर्म,8.1	आपको	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08836	11	017	1	#93DB70	assets/graphs/11_017_1.svg
10.1	दुर्-	10.1	दुर्निरीक्ष्यं	दुर्	दुर्	प्रादि-तत्पुरुषः,10.2	प्रादि-तत्पुरुषः,10.2	कठिनता_से_देखे_जाने_योग्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08837	11	017	1	#FFFF00	assets/graphs/11_017_1.svg
10.2	निरीक्ष्यम्	10.2	-	निर्_ईक्ष्1{कृत्_प्रत्ययः:यत्;निर्_ईक्षँ;भ्वादिः(निरीक्ष्य;पुं2;एक)}	निर्_ईक्ष्1{कृत्_प्रत्ययः:यत्;निर्_ईक्षँ;भ्वादिः(निरीक्ष्य;पुं2;एक)}	समुच्चितः,5.2	समुच्चितः,5.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08838	11	017	1	#93DB70	assets/graphs/11_017_1.svg
11.1	समन्तात्	7	समन्ताद्दीप्तानलार्कद्युतिमप्रमेयम्	समन्तात्{अव्य}/समन्त{पुं;5;एक}/समन्त{नपुं;5;एक}	समन्तात्{अव्य}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,8.1	सब_ओर_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e08839	11	017	1	#FF99FF	assets/graphs/11_017_1.svg
12.1	दीप्त-	8.1	-	दीप्त	दीप्त	कर्मधारयः,12.2	कर्मधारयः,12.2	प्रज्वलित_अग्नि_और_सूर्य_के_सदृश_ज्योतियुक्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0883a	11	017	1	#FFFF00	assets/graphs/11_017_1.svg
12.2	अनल-	8.2	-	अनल	अनल	इतरेतर_द्वन्द्वः,12.3	इतरेतर_द्वन्द्वः,12.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0883b	11	017	1	#FFFF00	assets/graphs/11_017_1.svg
12.3	अर्क-	8.3	-	अर्क	अर्क	बहुव्रीहिः,12.4	बहुव्रीहिः,12.4	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0883c	11	017	1	#FFFF00	assets/graphs/11_017_1.svg
12.4	द्युतिम्	8.4	-	द्युति{स्त्री;2;एक}	द्युति{स्त्री;2;एक}	समुच्चितः,5.2	समुच्चितः,5.2	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0883d	11	017	1	#93DB70	assets/graphs/11_017_1.svg
13.1	अ-	9.1	-	अ	अ	नञ्-तत्पुरुषः,13.2	नञ्-तत्पुरुषः,13.2	अप्रमेयस्वरूप	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777780956d5e31353e0883e	11	017	1	#FFFF00	assets/graphs/11_017_1.svg
