anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	एवम्	3	एवमुक्तो	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	इस_प्रकार	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a1d	01	024-025	1	#FF99FF	assets/graphs/01_024-025_1.svg
2.1	उक्तः	4	-	उक्त{पुं}{1;एक}	वच्1{कृत्_प्रत्ययः:क्त;वचँ;अदादिः;पुं}{1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	कहे_हुए	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a1e	01	024-025	1	#00BFFF	assets/graphs/01_024-025_1.svg
3.1	हृषीकेशः	5	हृषीकेशो	हृषीकेश{पुं}{1;एक}	हृषीकेश{पुं}{1;एक}	कर्ता,15.1	कर्ता,15.1	श्रीकृष्णचन्द्र_ने	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a1f	01	024-025	1	#00BFFF	assets/graphs/01_024-025_1.svg
4.1	गुडाकेशेन	2	गुडाकेशेन	गुडाकेश{पुं}{3;एक}	गुडाकेश{पुं}{3;एक}	करणम्,2.1	करणम्,2.1	अर्जुन_द्वारा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a20	01	024-025	1	#40E0D0	assets/graphs/01_024-025_1.svg
5.1	भारत	1	भारत	भारत{नपुं}{8;एक}/भारत{पुं}{8;एक}	भारत{पुं}{8;एक}	सम्बोध्यः,15.1	सम्बोध्यः,15.1	हे_धृतराष्ट्र	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a21	01	024-025	1	#6FFFC3	assets/graphs/01_024-025_1.svg
6.1	सेनयोः	7	सेनयोरुभयोर्मध्ये	सेना{स्त्री}{6;द्वि}/सेना{स्त्री}{7;द्वि}	सेना{स्त्री}{6;द्वि}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	सेनाओं_के	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a22	01	024-025	1	#87CEEB	assets/graphs/01_024-025_1.svg
7.1	उभयोः	6	-	उभ{पुं}{6;द्वि}/उभ{पुं}{7;द्वि}/उभ{नपुं}{6;द्वि}/उभ{नपुं}{7;द्वि}/उभ{पुं}{6;द्वि}/उभ{पुं}{7;द्वि}/उभ{नपुं}{6;द्वि}/उभ{नपुं}{7;द्वि}/उभा{स्त्री}{6;द्वि}/उभा{स्त्री}{7;द्वि}/उभा{स्त्री}{6;द्वि}/उभा{स्त्री}{7;द्वि}	उभ{पुं}{6;द्वि}	विशेषणम्,6.1	विशेषणम्,6.1	दोनों	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a23	01	024-025	1	#87CEEB	assets/graphs/01_024-025_1.svg
8.1	मध्ये	8	-	मध्य{पुं}{7;एक}/मध्य{नपुं}{1;द्वि}/मध्य{नपुं}{2;द्वि}/मध्य{नपुं}{7;एक}/मध्य{नपुं}{8;द्वि}/मध्या{स्त्री}{1;द्वि}/मध्या{स्त्री}{2;द्वि}/मध्या{स्त्री}{8;एक}/मध्या{स्त्री}{8;द्वि}	मध्य{पुं}{7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	बीच_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a24	01	024-025	1	#C6E2EB	assets/graphs/01_024-025_1.svg
9.1	स्थापयित्वा	14	स्थापयित्वा	स्थापयित्वा	स्था1_णिच्{कृत्_प्रत्ययः:क्त्वा;ष्ठा_णिच्;भ्वादिः}	पूर्वकालः,15.1	पूर्वकालः,15.1	खड़ा_करके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a25	01	024-025	1	#FF99FF	assets/graphs/01_024-025_1.svg
10.1	रथ-	13.1	रथोत्तमम्	रथ	रथ	सप्तमी-तत्पुरुषः,10.2	सप्तमी-तत्पुरुषः,10.2	उत्तम_रथ_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a26	01	024-025	1	#FFFF00	assets/graphs/01_024-025_1.svg
10.2	उत्तमम्	13.2	-	उत्तम{पुं}{2;एक}/उत्तम{नपुं}{1;एक}/उत्तम{नपुं}{2;एक}	उत्तम{पुं}{2;एक}	कर्म,9.1	कर्म,9.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a27	01	024-025	1	#93DB70	assets/graphs/01_024-025_1.svg
11.1	भीष्म-	12.1	भीष्मद्रोणप्रमुखतः	भीष्म	भीष्म	द्वन्द्वः,11.2	द्वन्द्वः,11.2	भीष्म_और_द्रोणाचार्य_के_सामने	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a28	01	024-025	1	#FFFF00	assets/graphs/01_024-025_1.svg
11.2	द्रोण-	12.2	-	द्रोण	द्रोण	षष्ठी-तत्पुरुषः,11.3	षष्ठी-तत्पुरुषः,11.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a29	01	024-025	1	#FFFF00	assets/graphs/01_024-025_1.svg
11.3	प्रमुखतः	12.3	-	प्रमुखत{अव्य}	प्रमुखत{अव्य}	अधिकरणम्,9.1	अधिकरणम्,9.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a2a	01	024-025	1	#FF99FF	assets/graphs/01_024-025_1.svg
12.1	सर्वेषाम्	10	सर्वेषां	सर्व{पुं}{6;बहु}/सर्व{नपुं}{6;बहु}	सर्व{पुं}{6;बहु}	विशेषणम्,14.1	विशेषणम्,14.1	सम्पूर्ण	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a2b	01	024-025	1	#87CEEB	assets/graphs/01_024-025_1.svg
13.1	च	9	च	च{अव्य}	च{अव्य}	सम्बन्धः,15.1	सम्बन्धः,15.1	तथा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a2c	01	024-025	1	#FF99FF	assets/graphs/01_024-025_1.svg
14.1	महीक्षिताम्	11	महीक्षिताम्	महीक्षित्{पुं}{6;बहु}	महीक्षित्{पुं}{6;बहु}	सन्दर्भ_बिन्दुः,11.3	उपपदसम्बन्धः,11.3#सन्दर्भ_बिन्दुः,11.3	राजाओं_के_सामने	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a2d	01	024-025	1	#87CEEB	assets/graphs/01_024-025_1.svg
15.1	उवाच	22	उवाच	वच्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;वचँ;अदादिः}/वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;अदादिः}/ब्रू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;ब्रूञ्;अदादिः}/ब्रू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;ब्रूञ्;अदादिः}	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;अदादिः}	अभिहित_कर्ता,3.1;सकर्मकः.1	अभिहित_कर्ता,3.1;सकर्मकः.1	कहा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a2e	01	024-025	1	#FF1975	assets/graphs/01_024-025_1.svg
16.1	पार्थ	15	पार्थ	पार्थ{पुं}{8;एक}	पार्थ{पुं}{8;एक}	सम्बोध्यः,17.1	सम्बोध्यः,17.1	हे_पार्थ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a2f	01	024-025	1	#6FFFC3	assets/graphs/01_024-025_1.svg
17.1	पश्य	20	पश्यैतान्समवेतान्कुरूनिति	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	वाक्यकर्म,15.1	वाक्यकर्म,15.1	देख	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a30	01	024-025	1	#FF1975	assets/graphs/01_024-025_1.svg
18.1	एतान्	16	-	एतद्{पुं}{2;बहु}	एतद्{पुं}{2;बहु}	विशेषणम्,20.1	विशेषणम्,20.1	इन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a31	01	024-025	1	#93DB70	assets/graphs/01_024-025_1.svg
19.1	समवेतान्	17	-	समवेत{पुं}{2;बहु}	समवेत{पुं}{2;बहु}	विशेषणम्,20.1	विशेषणम्,20.1	जुटे_हुए	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a32	01	024-025	1	#93DB70	assets/graphs/01_024-025_1.svg
20.1	कुरून्	18	-	कुरु{पुं}{2;बहु}	कुरु{पुं}{2;बहु}	कर्म,17.1	कर्म,17.1	कौरवों_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a33	01	024-025	1	#93DB70	assets/graphs/01_024-025_1.svg
21.1	इति	21	-	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,17.1	वाक्यकर्म_द्योतकः,15.1#वाक्यकर्म_द्योतकः,17.1	इस_प्रकार	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a34	01	024-025	1	#FF99FF	assets/graphs/01_024-025_1.svg
22.1	(त्वम्)	19	-	(युष्मद्{1;एक})	(युष्मद्{1;एक})	कर्ता,17.1	कर्ता,17.1	(तुम)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777856d5e31353e07a35	01	024-025	1	#00BFFF	assets/graphs/01_024-025_1.svg
