anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	अ-	2.1	असंशयं	अ	अ	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	निःसन्देह	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6dd	06	035	1	#FFFF00	assets/graphs/06_035_1.svg
1.2	संशयम्	2.2	संशय{पुं;2;एक}	संशय{पुं;2;एक}	-	क्रियाविशेषणम्,3.1.1	क्रियाविशेषणम्,3.1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6de	06	035	1	#93DB70	assets/graphs/06_035_1.svg
2.1	महान्-	1.1	महाबाहो	महा	महा	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	हे_महाबाहो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6df	06	035	1	#FFFF00	assets/graphs/06_035_1.svg
2.2	बाहो	1.2	-	बाहु{पुं;8;एक}	बाहु{पुं;8;एक}	सम्बोध्यः,3.1.1	सम्बोध्यः,3.1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e0	06	035	1	#6FFFC3	assets/graphs/06_035_1.svg
3.1	मनः	3	मनो	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;1;एक}	कर्ता,3.1.1	कर्ता,3.1.1	मन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e1	06	035	1	#00BFFF	assets/graphs/06_035_1.svg
3.1.1	(अस्ति)	6	-	अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e2	06	035	1	#FF1975	assets/graphs/06_035_1.svg
4.1	दुर्-	4.1	दुर्निग्रहं	दुर्	दुर्	तत्पुरुषः,4.2	तत्पुरुषः,4.2	चंचल	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e3	06	035	1	#FFFF00	assets/graphs/06_035_1.svg
4.2	निग्रहम्	4.2	-	निग्रह{नपुं;2;एक}/निग्रह{नपुं;1;एक}	निग्रह{नपुं;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e4	06	035	1	#00BFFF	assets/graphs/06_035_1.svg
5.1	चलम्	5	चलम्	चल{पुं;2;एक}/चल{नपुं;1;एक}/चल{नपुं;2;एक}	चल{नपुं;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1	कठिनता_से_वश_में_होनेवाला	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e5	06	035	1	#00BFFF	assets/graphs/06_035_1.svg
6.1	अभ्यासेन	8	अभ्यासेन	अभ्यास{पुं;3;एक}	अभ्यास{पुं;3;एक}	समुच्चितः,9.1	समुच्चितः,9.1	अभ्यास_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e6	06	035	1	#40E0D0	assets/graphs/06_035_1.svg
7.1	तु	9	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	परंतु	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e7	06	035	1	#FF99FF	assets/graphs/06_035_1.svg
8.1	कौन्तेय	7	कौन्तेय	कौन्तेय{पुं;8;एक}	कौन्तेय{पुं;8;एक}	सम्बोध्यः,11.1	सम्बोध्यः,11.1	हे_कुन्तीपुत्र_अर्जुन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e8	06	035	1	#6FFFC3	assets/graphs/06_035_1.svg
9.1	वैराग्येण	10	वैराग्येण	वैराग्य{नपुं;3;एक}	वैराग्य{नपुं;3;एक}	करणम्,11.1	करणम्,11.1	वैराग्य_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6e9	06	035	1	#40E0D0	assets/graphs/06_035_1.svg
10.1	च	11	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.1	समुच्चय_द्योतकः,9.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6ea	06	035	1	#FF99FF	assets/graphs/06_035_1.svg
11.1	गृह्यते	12	गृह्यते	गृह्यता{स्त्री;1;द्वि}/गृह्यता{स्त्री;2;द्वि}/गृह्यता{स्त्री;8;एक}/गृह्यता{स्त्री;8;द्वि}/गृह्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;गृहूँ;भ्वादिः}/गृह1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;गृह;चुरादिः}/ग्रह्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ग्रहँ;क्र्यादिः}	ग्रह्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;ग्रहँ;क्र्यादिः}	अभिहित_कर्म	अभिहित_कर्म	वश_में_होता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa6eb	06	035	1	#FF1975	assets/graphs/06_035_1.svg
