anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	इन्द्रियाणाम्	3	इन्द्रियाणां	इन्द्रिय{पुं;6;बहु}/इन्द्रिय{नपुं}{6;बहु}	इन्द्रिय{नपुं;6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	इन्द्रियों_में_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08070	02	067	1	#87CEEB	assets/graphs/02_067_1.svg
2.1	हि	2	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	क्योंकि	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08071	02	067	1	#FF99FF	assets/graphs/02_067_1.svg
3.1	चरताम्	1	चरतां	चरत्{पुं;6;बहु}/चरत्{नपुं;6;बहु}/चरता{स्त्री;2;एक}/चर्1{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;चरँ;भ्वादिः}	चर्1{कृत्_प्रत्ययः:शतृ;चरँ;भ्वादिः;नपुं}{6;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	विचरती_हुई	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08072	02	067	1	#87CEEB	assets/graphs/02_067_1.svg
4.1	यत्	4	यन्मनोऽनुविधीयते	यत्{अव्य}/यद्{नपुं;1;एक}/यद्{नपुं;2;एक}/यत्{अव्य}	यद्{नपुं;1;एक}	कर्म,6.1;नित्यसम्बन्धः,7.1	कर्म,6.1;नित्यसम्बन्धः,7.1	जो(जिसइन्द्रियका)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08073	02	067	1	#00BFFF	assets/graphs/02_067_1.svg
5.1	मनः	5	-	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;1;एक}	कर्ता,6.1	कर्ता,6.1	मन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08074	02	067	1	#00BFFF	assets/graphs/02_067_1.svg
6.1	अनुविधीयते	6	-	अनुविधीयते	अनु_धि1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;अनु_धि;तुदादिः}	अभिहित_कर्ता,5.1;सकर्मकः.1	अभिहित_कर्ता,5.1;सकर्मकः.1	साथ_रहता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08075	02	067	1	#FF1975	assets/graphs/02_067_1.svg
7.1	तत्	7	तदस्य	तद्{नपुं;1;एक}/तद्{नपुं;2;एक}	तद्{नपुं;1;एक}	कर्ता,9.1	कर्ता,9.1	वहएकहीइन्द्रिय	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08076	02	067	1	#00BFFF	assets/graphs/02_067_1.svg
8.1	अस्य	8	-	इदम्{पुं;6;एक}/इदम्{नपुं;6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;दिवादिः}	इदम्{पुं;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	इसकी	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08077	02	067	1	#87CEEB	assets/graphs/02_067_1.svg
9.1	हरति	10	हरति	हरत्{पुं;7;एक}/हरत्{नपुं;7;एक}/हृ1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हृञ्;भ्वादिः}	हृ1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हृञ्;भ्वादिः}	अभिहित_कर्ता,7.1	अभिहित_कर्ता,7.1	हर_लेती_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08078	02	067	1	#FF1975	assets/graphs/02_067_1.svg
10.1	प्रज्ञाम्	9	प्रज्ञां	प्रज्ञा{स्त्री;2;एक}	प्रज्ञा{स्त्री;2;एक}	कर्म,9.1	कर्म,9.1	बुद्धि_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e08079	02	067	1	#93DB70	assets/graphs/02_067_1.svg
11.1	वायुः	12	वायुर्नावमिवाम्भसि	वायु{पुं}{1;एक}/वा1{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;वा;अदादिः}	वायु{पुं;1;एक}	कर्ता,15.1	कर्ता,15.1	वायु	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779e56d5e31353e0807a	02	067	1	#00BFFF	assets/graphs/02_067_1.svg
