anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	तस्मात्	1	तस्माच्छास्त्रं	तस्मात्{अव्य}/तद्{पुं}{5;एक}/तद्{नपुं}{5;एक}	तद्{नपुं}{5;एक}	हेतुः,13.1	हेतुः,13.1	इससे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e09606	16	024	1	#B4FFB4	assets/graphs/16_024_1.svg
2.1	शास्त्रम्	4	0	शास्त्र{नपुं}{1;एक}/शास्त्र{नपुं}{2;एक}	शास्त्र{नपुं}{1;एक}	कर्ता,13.1	कर्ता,13.1	शास्त्र	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e09607	16	024	1	#00BFFF	assets/graphs/16_024_1.svg
3.1	प्रमाणम्	5	प्रमाणं	प्रमाण{पुं}{2;एक}/प्रमाण{नपुं}{1;एक}/प्रमाण{नपुं}{2;एक}	प्रमाण{नपुं}{1;एक}	विधेय_विशेषणम्,2.1	विधेय_विशेषणम्,2.1	प्रमाण	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e09608	16	024	1	#00BFFF	assets/graphs/16_024_1.svg
4.1	ते	2	ते	युष्मद्{सर्वनाम;पुं;6;एक}	युष्मद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,2.1	तेरे_लिये	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e09609	16	024	1	#87CEEB	assets/graphs/16_024_1.svg
5.1	कार्य-	3.1	कार्याकार्यव्यवस्थितौ	कार्य	कार्य	इतरेतर-द्वन्द्वः,5.3	इतरेतर-द्वन्द्वः,5.3	कर्तव्य_और_अकर्तव्य_की_व्यवस्था_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e0960a	16	024	1	#FFFF00	assets/graphs/16_024_1.svg
5.2	अ-	3.2	-	अ-	अ-	नञ्-तत्पुरुषः,5.3	नञ्-तत्पुरुषः,5.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e0960b	16	024	1	#FFFF00	assets/graphs/16_024_1.svg
5.3	कार्य-	3.3	-	कार्य-	कार्य-	बहुव्रीहिः,5.4	बहुव्रीहिः,5.4	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e0960c	16	024	1	#FFFF00	assets/graphs/16_024_1.svg
5.4	व्यवस्थितौ	3.4	-	व्यवस्थित{पुं}{1;द्वि}/व्यवस्थित{पुं}{2;द्वि}/व्यवस्थित{पुं}{8;द्वि}	व्यवस्थिति{स्त्री}{7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e0960d	16	024	1	#C6E2EB	assets/graphs/16_024_1.svg
6.1	ज्ञात्वा	10	ज्ञात्वा	ज्ञा1{कृत्_प्रत्ययः:क्त्वा;ज्ञा;भ्वादिः}/ज्ञा2{कृत्_प्रत्ययः:क्त्वा;ज्ञा;क्र्यादिः}	ज्ञा2{कृत्_प्रत्ययः:क्त्वा;ज्ञा;क्र्यादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	जानकर	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e0960e	16	024	1	#FF99FF	assets/graphs/16_024_1.svg
7.1	शास्त्र-	8.1	शास्त्रविधानोक्तं	शास्त्र	शास्त्र	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	शास्त्र_विधानोक्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e0960f	16	024	1	#FFFF00	assets/graphs/16_024_1.svg
7.2	विधान-	8.2	-	विधान	विधान	तृतीया-तत्पुरुषः,7.3	तृतीया-तत्पुरुषः,7.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e09610	16	024	1	#FFFF00	assets/graphs/16_024_1.svg
7.3	उक्तम्	8.3	-	उक्त{पुं}{2;एक}/उक्त{नपुं}{1;एक}/उक्त{नपुं}{2;एक}	वच्1{कृत्_प्रत्ययः:क्त;वचँ;अदादिः;नपुं}{2;एक}	विशेषणम्,8.1	विशेषणम्,8.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677778af56d5e31353e09611	16	024	1	#93DB70	assets/graphs/16_024_1.svg
