anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	यावान्	5	यावानर्थ	यावत्{पुं;1;एक}	यावत्{पुं;1;एक}	विशेषणम्,2.1;नित्यसम्बन्धः,6.1	विशेषणम्,2.1#विशेषणम्,2.1;नित्यसम्बन्धः,6.1	जितना	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f0e	02	046	1	#00BFFF	assets/graphs/02_046_1.svg
2.1	अर्थः	6	-	अर्थ{पुं;1;एक}	अर्थ{पुं;1;एक}	कर्ता,13.1	कर्ता,13.1	प्रयोजन	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f0f	02	046	1	#00BFFF	assets/graphs/02_046_1.svg
3.1	उदपाने	4	उदपाने	उदपान{पुं}{7;एक}	उदपान{पुं;7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1	छोटे_जलाशय_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f10	02	046	1	#C6E2EB	assets/graphs/02_046_1.svg
4.1	सर्वतः	1	सर्वतः	सर्वतः{अव्य}	सर्वतः{अव्य}	सम्बन्धः,13.1	सम्बन्धः,5.2	सब_ओर_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f11	02	046	1	#FF99FF	assets/graphs/02_046_1.svg
5.1	संप्लुत-	2.1	संप्लुतोदके	संप्लुत	संप्लुत	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	परिपूर्ण_जलाशय_के	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f12	02	046	1	#FFFF00	assets/graphs/02_046_1.svg
5.2	उदके	2.2	-	उदक{पुं;7;एक}/उदक{नपुं;7;एक}	उदक{पुं;7;एक}	कर्ता,11.1	विशेषणम्,3.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f13	02	046	1	#C6E2EB	assets/graphs/02_046_1.svg
6.1	तावान्	8	तावान्सर्वेषु	तावत्{पुं;1;एक}	तावत्{पुं;1;एक}	विशेषणम्,10.2.1	विशेषणम्,10.2.1	उतना	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f14	02	046	1	#00BFFF	assets/graphs/02_046_1.svg
7.1	सर्वेषु	12	-	सर्व{पुं;7;बहु}/सर्व{नपुं;7;बहु}	सर्व{पुं;7;बहु}	विशेषणम्,8.1	विशेषणम्,8.1	समस्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f15	02	046	1	#C6E2EB	assets/graphs/02_046_1.svg
8.1	वेदेषु	13	वेदेषु	वेद{पुं;7;बहु}	वेद{पुं;7;बहु}	अधिकरणम्,10.1	अधिकरणम्,10.1	वेदों_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f16	02	046	1	#C6E2EB	assets/graphs/02_046_1.svg
9.1	ब्राह्मणस्य	11	ब्राह्मणस्य	ब्राह्मण{पुं;6;एक}	ब्राह्मण{पुं;6;एक}	षष्ठीसम्बन्धः,10.2.1	षष्ठीसम्बन्धः,10.2.1	ब्राह्मण_का	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f17	02	046	1	#87CEEB	assets/graphs/02_046_1.svg
10.1.1	(भवति)	14	-	(भवत्{पुं;7;एक}/भवती{स्त्री;8;एक}/भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः})	(भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः})	अभिहित_कर्ता,10.2.1;अकर्मकः.1	अभिहित_कर्ता,10.2.1;अकर्मकः.1	(होता_है)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f19	02	046	1	#FF1975	assets/graphs/02_046_1.svg
10.1	विजानतः	10	विजानतः	विजानत्{पुं;1;बहु}/विजानत्{पुं;2;बहु}/विजानत्{पुं;5;एक}/विजानत्{पुं;6;एक}/विजानत्{पुं;8;बहु}/विजानत्{नपुं;5;एक}/विजानत्{नपुं;6;एक}	वि_ज्ञा2{कृत्_प्रत्ययः:शतृ;वि_ज्ञा;क्र्यादिः;पुं}{1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	तत्त्व_से_जाननेवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f18	02	046	1	#00BFFF	assets/graphs/02_046_1.svg
10.2.1	(अर्थः)	9	-	(अर्थ{पुं;1;एक})	(अर्थ{पुं;1;एक})	कर्ता,10.1.1	कर्ता,10.1.1	(अर्थ)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f1a	02	046	1	#00BFFF	assets/graphs/02_046_1.svg
11.1	(प्राप्ते)	3	-	प्राप्ति{स्त्री;8;एक}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्त;ना;पुं;7;एक)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्त;ना;नपुं;1;द्वि)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्त;ना;नपुं;2;द्वि)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्त;ना;नपुं;7;एक)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्त;ना;नपुं;8;द्वि)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्ता;ना;स्त्री;1;द्वि)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्ता;ना;स्त्री;2;द्वि)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्ता;ना;स्त्री;8;एक)}/प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्ता;ना;स्त्री;8;द्वि)}	प्र_आप्1{क्त;आपॢँ;स्वादिः(प्राप्त;ना;पुं;7;एक)}	भावलक्षणसप्तमी_पूर्वकालः,13.1	भावलक्षणसप्तमी_पूर्वकालः,13.1#भावलक्षणसप्तमी_पूर्वकालः,10.1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f1b	02	046	1	#C6E2EB	assets/graphs/02_046_1.svg
13.1	(भवति)	7	-	(भवत्{पुं;7;एक}/भवती{स्त्री;8;एक}/भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः})	(भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः})	अभिहित_कर्ता,2.1;अकर्मकः.1	अभिहित_कर्ता,2.1;अकर्मकः.1	(रहता_है)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777779d56d5e31353e07f1c	02	046	1	#FF1975	assets/graphs/02_046_1.svg
