anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	यत्र	4	यत्रोपरमते	यत्र{अव्य}	यत्र{अव्य}	अधिकरणम्,2.1	अधिकरणम्,2.1	जिस_अवस्था_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa5fb	06	020	1	#FF99FF	assets/graphs/06_020_1.svg
2.1	उपरमते	5	0	उपरमता{स्त्री;1;द्वि}/उपरमता{स्त्री;2;द्वि}/उप_रम्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;रमुँ;भ्वादिः}	उप_रम्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;रमुँ;भ्वादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	उपराम_हो_जाता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa5fc	06	020	1	#FF1975	assets/graphs/06_020_1.svg
3.1	चित्तम्	3	चित्तं	चित्त{पुं;2;एक}/चित्त{नपुं;1;एक}/चित्त{नपुं;2;एक}	चित्त{नपुं;1;एक}	कर्ता,2.1	कर्ता,2.1	चित्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa5fd	06	020	1	#00BFFF	assets/graphs/06_020_1.svg
4.1	निरुद्धम्	2	निरुद्धं	निरुद्ध{नपुं;1;एक}/निरुद्ध{नपुं;2;एक}/नि_रुध्1{कृत्_प्रत्ययः:क्त;रुधिँर्;रुधादिः;पुं;1;एक}	नि_रुध्1{कृत्_प्रत्ययः:क्त;रुधिँर्;रुधादिः;पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	निरुद्ध	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa5fe	06	020	1	#00BFFF	assets/graphs/06_020_1.svg
5.1	योग-	1.1	योगसेवया	योग	योग	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	योग_के_अभ्यास_से	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa5ff	06	020	1	#FFFF00	assets/graphs/06_020_1.svg
5.2	सेवया	1.2	-	सेवा{स्त्री;3;एक}	सेवा{स्त्री;3;एक}	करणम्,2.1	करणम्,2.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa600	06	020	1	#40E0D0	assets/graphs/06_020_1.svg
6.1	यत्र	6	यत्र	यत्र{अव्य}	यत्र{अव्य}	अधिकरणम्,11.1	अधिकरणम्,11.1	जिस_अवस्था_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa601	06	020	1	#FF99FF	assets/graphs/06_020_1.svg
7.1	च	7	चैवात्मनात्मानं	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,13.1	समुच्चय_द्योतकः,13.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa602	06	020	1	#FF99FF	assets/graphs/06_020_1.svg
8.1	एव	7	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	ही	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa603	06	020	1	#FF99FF	assets/graphs/06_020_1.svg
9.1	आत्मना	8	0	आत्मन्{पुं;3;एक}	आत्मन्{पुं;3;एक}	करणम्,11.1	करणम्,11.1	सूक्ष्म_बुद्धि_द्वारा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa604	06	020	1	#40E0D0	assets/graphs/06_020_1.svg
10.1	आत्मानम्	9	0	आत्मन्{पुं;2;एक}	आत्मन्{पुं;2;एक}	कर्म,11.1	कर्म,11.1	परमात्मा_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa605	06	020	1	#93DB70	assets/graphs/06_020_1.svg
11.1	पश्यन्	10	पश्यन्नात्मनि	पश्यत्{पुं;1;एक}/दृश्1{कृत्_प्रत्ययः;शतृ;दृशिँर्;भ्वादिः;पुं;1;एक}	दृश्1{कृत्_प्रत्ययः;शतृ;दृशिँर्;भ्वादिः;पुं;1;एक}	वर्तमानसमानकालः,13.1	वर्तमानसमानकालः,13.1	साक्षात्_करता_हुआ	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa606	06	020	1	#00BFFF	assets/graphs/06_020_1.svg
12.1	आत्मनि	11	0	आत्मन्{पुं;7;एक}	आत्मन्{पुं;7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1	सच्चिदानन्दघन_परमात्मा_में	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa607	06	020	1	#C6E2EB	assets/graphs/06_020_1.svg
13.1	तुष्यति	12	तुष्यति	तुष्यत्{पुं;7;एक}/तुष्यत्{नपुं;7;एक}/तुष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;तुषँ;दिवादिः}	तुष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;तुषँ;दिवादिः}	समुच्चितः,2.1	समुच्चितः,2.1	संतुष्ट_रहता_है	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa608	06	020	1	#FF1975	assets/graphs/06_020_1.svg
14.1	सुखम्	11	सुखमात्यन्तिकं	सुखम्{अव्य}/सुख{पुं;2;एक}/सुख{नपुं;1;एक}/सुख{नपुं;2;एक}	सुख{नपुं;1;एक}	विधेय_विशेषणम्,16.1	विधेय_विशेषणम्,16.1;कर्ता,3.1.1	आनन्द	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa609	06	020	1	#00BFFF	assets/graphs/06_020_1.svg
15.1	आत्यन्तिकम्	-	0	आत्यन्तिक{पुं;2;एक}/आत्यन्तिक{नपुं;1;एक}/आत्यन्तिक{नपुं;1;एक}	आत्यन्तिक{नपुं;1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	अनन्त	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa60a	06	020	1	#00BFFF	assets/graphs/06_020_1.svg
16.1.1	(अस्ति)	-	-	अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,16.1	अभिहित_कर्ता,16.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa60c	06	020	1	#FF1975	assets/graphs/06_020_1.svg
16.1	यत्	9	यतद्	यत्{अव्य}/यद्{नपुं;1;एक}/यद्{नपुं;2;एक}/यत्{अव्य}	यद्{नपुं;1;एक}	कर्ता,16.1.1;नित्यसम्बन्धः,17.1	कर्ता,16.1.1;नित्यसम्बन्धः,17.1;विशेषणम्,1.1;नित्यसम्बन्धः,4.1	जो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	677b58587a990553544aa60b	06	020	1	#00BFFF	assets/graphs/06_020_1.svg
