anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	तमः	4	तमस्त्वज्ञानजं	तम{पुं}{1;एक}/तमस्{नपुं}{1;एक}/तमस्{नपुं}{2;एक}/तमस्{नपुं}{8;एक}	तमस्{नपुं}{2;एक}	कर्म,4.1	कर्म,4.1	तमोगुण_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09104	14	008	1	#93DB70	assets/graphs/14_008_1.svg
2.1	तु	5	0	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	तो	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09105	14	008	1	#FF99FF	assets/graphs/14_008_1.svg
3.1	अ-	6.1	0	अज्ञानजम्	अज्ञान	नञ्-तत्पुरुषः,3.2	नञ्-तत्पुरुषः,3.2	अज्ञान_से_उत्पन्न	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09106	14	008	1	#FFFF00	assets/graphs/14_008_1.svg
3.2	ज्ञान-	6.2	-	-	ज{नपुं}{2;एक}	उपपद_तत्पुरुषः,3.3	उपपद_तत्पुरुषः,3.3	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09107	14	008	1	#FFFF00	assets/graphs/14_008_1.svg
3.3	जम्	6.3	-	-	-	कर्मसमानाधिकरणम्,4.1	कर्मसमानाधिकरणम्,4.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09108	14	008	1	#93DB70	assets/graphs/14_008_1.svg
4.1	विद्धि	8	विद्धि	विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;विदँ;अदादिः}	अभिहितकर्ता,11.1;सकर्मकः.1	अभिहितकर्ता,11.1;सकर्मकः.1	जान	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e09109	14	008	1	#FF1975	assets/graphs/14_008_1.svg
5.1	मोहनम्	3	मोहनं	मोहन{पुं}{2;एक}	मोहन{नपुं}{2;एक}	विशेषणम्,1.1	विशेषणम्,1.1	मोहित_करनेवाले	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0910a	14	008	1	#93DB70	assets/graphs/14_008_1.svg
6.1	सर्व-	2.1	सर्वदेहिनाम्	सर्व	सर्व	षष्ठी_तत्पुरुषः,6.2	षष्ठी_तत्पुरुषः,6.2	सब_देहाभिमानियों_को	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0910b	14	008	1	#FFFF00	assets/graphs/14_008_1.svg
6.2	देहिनाम्	2.2	-	देहिन्{पुं}{6;बहु}/देहिन्{नपुं}{6;बहु}	देहिन्{पुं}{6;बहु}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,1.1	-	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0910c	14	008	1	#87CEEB	assets/graphs/14_008_1.svg
7.1	प्रमाद-	11.1	प्रमादालस्यनिद्राभिस्तन्निबध्नाति	प्रमाद	प्रमाद	इतरेतर-द्वन्द्वः,7.3	इतरेतर-द्वन्द्वः,7.3	प्रमाद_आलस्य_और_निद्रा_के_द्वारा	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777788656d5e31353e0910e	14	008	1	#FFFF00	assets/graphs/14_008_1.svg
