anvaya_no	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	hindi_meaning	english_meaning	samAsa	prayoga	sarvanAma	name_classification	book	part1	part2	__v	_id	chaptno	slokano	sentno	bgcolor	graph
1.1	येषाम्	1	येषामर्थे	यद्{पुं;6;बहु}/यद्{नपुं;6;बहु}	यद्{पुं;6;बहु}	षष्ठीसम्बन्धः,2.1;नित्यसम्बन्धः,9.1	षष्ठीसम्बन्धः,2.1;नित्यसम्बन्धः,9.1	जिनके	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa3	01	033-034	1	#87CEEB	assets/graphs/01_033-034_1.svg
2.1	अर्थे	2	-	अर्थ{पुं;7;एक}/अर्थ{नपुं;1;द्वि}/अर्थ{नपुं;2;द्वि}/अर्थ{नपुं;7;एक}	अर्थ{पुं;7;एक}	प्रयोजनम्,3.1	प्रयोजनम्,3.1	लिये	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa4	01	033-034	1	#C6E2EB	assets/graphs/01_033-034_1.svg
3.1	काङ्क्षितम्	8	काङ्क्षितं	काङ्क्षित{पुं;2;एक}/काङ्क्षित{नपुं;1;एक}/काङ्क्षित{नपुं;2;एक}	काङ्क्ष्1{कृत्_प्रत्ययः:क्त;काक्षिँ;भ्वादिः;नपुं;1;एक}	अभिहित_कर्म,7.1;सकर्मकः.1	अभिहित_कर्म,7.1;सकर्मकः.1	अभीष्ट_हैं	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa5	01	033-034	1	#00BFFF	assets/graphs/01_033-034_1.svg
4.1	नः	7	नो	नस्{स्त्री;1;एक}/अस्मद्{2;बहु}/अस्मद्{4;बहु}/अस्मद्{6;बहु}	अस्मद्{6;बहु}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	हमें	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa6	01	033-034	1	#87CEEB	assets/graphs/01_033-034_1.svg
5.1	राज्यम्	3	राज्यं	राज्य{पुं;2;एक}/राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;1;एक}	समुच्चितः,7.1	समुच्चितः,7.1	राज्य	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa7	01	033-034	1	#00BFFF	assets/graphs/01_033-034_1.svg
6.1	भोगाः	4	भोगाः	भोग{पुं;1;बहु}	भोग{पुं;1;बहु}	समुच्चितः,7.1	समुच्चितः,7.1	भोग	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa8	01	033-034	1	#00BFFF	assets/graphs/01_033-034_1.svg
7.1	सुखानि	5	सुखानि	सुख{नपुं;1;बहु}/सुख{नपुं;2;बहु}	सुख{नपुं;1;बहु}	कर्म,3.1	कर्म,3.1	सुखादि	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aa9	01	033-034	1	#00BFFF	assets/graphs/01_033-034_1.svg
8.1	च	6	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.1	समुच्चय_द्योतकः,5.1#समुच्चय_द्योतकः,7.1	और	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aaa	01	033-034	1	#FF99FF	assets/graphs/01_033-034_1.svg
9.1	ते	9	त	तद्{पुं;1;बहु}/तद्{स्त्री;1;द्वि}/तद्{स्त्री;2;द्वि}/तद्{नपुं;1;द्वि}/तद्{नपुं;2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	तद्{पुं;1;बहु}	विशेषणम्,17.1	विशेषणम्,17.1	वे	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aab	01	033-034	1	#00BFFF	assets/graphs/01_033-034_1.svg
10.1	इमे	10	इमेऽवस्थिता	इदम्{पुं;1;बहु}/इदम्{स्त्री;1;द्वि}/इदम्{स्त्री;2;द्वि}/इदम्{नपुं;1;द्वि}/इदम्{नपुं;2;द्वि}	इदम्{पुं;1;बहु}	विशेषणम्,17.1	विशेषणम्,17.1	ये_(सब)	-	-	-	-	-	श्रीमद्भगवद्गीता			0	6777777956d5e31353e07aac	01	033-034	1	#00BFFF	assets/graphs/01_033-034_1.svg
